發文時間,文章內容,分享內容,留言數,分享數,發文類型,likes,love,haha,wow,sad,angry,total,留言
2016-09-21 14:07:23,"""Action on climate change is essential for creating a livable future"" - United Nations Secretary-General Ban Ki-moon.

The Paris Climate Agreement moved closer into force as 31 more countries joined the Paris Agreement on climate change Wednesday at UN Headquarters in New York, and several large emitting countries also announced they were committed to joining the agreement this year. 

For more details visit: http://bit.ly/2cZorMw",,16,311,video,195,16,0,2,0,0,213,"['New world order', 'Comment le Maroc a d?jou? un plan alg?ro-mauritanien pour d?localiser les camps de Tindouf vers Lagouira:\n\nL\'intervention marocaine au-del? du mur de s?curit? a permis de barrer la route devant l\'axe Alger-Nouakchott, projetant d\'implanter en secret une partie de la population de Tindouf dans la r?gion de Lagouira, frontali?re de la ville mauritanienne de Nouadhibou. R?v?lations.\nDes r?v?lations ?poustouflantes commencent ? percer au travers de la crise suscit?e autour de l\'intervention marocaine au-del? du mur de d?fense, dans la r?gion de Guerguerat frontali?re de la Mauritanie. ""La projection des forces de s?curit? marocaines, en ce m?morable 14 ao?t, au-del? du mur de d?fense, a mis en ?chec un plan con?u secr?tement par Alger et Nouakchott pour d?localiser une partie de la population de Tindouf dans la ville marocaine de Lagouira"", d?voilent les sources de Le360.\n\nCette intervention a permis au Maroc de gagner plusieurs points sur le plan g?ostrat?gique, font valoir nos sources. Le projet d\'Alger de d?localiser une partie de la population de Tindouf vers Lagouira et, du coup, r?aliser un r?ve qu\'elle a toujours caress?, soit un acc?s ? l\'Oc?an Atlantique, est maintenant tomb? ? l\'eau.\n\nEt ce n\'est surtout pas cet appel onusien pour le retour au statu quo ante qui va nous contredire. Pas plus d\'ailleurs que celui du Conseil de s?curit? qui a ?t? on ne peut plus clair pour demander le retrait de toute pr?sence militaire de la zone d?militaris?e de Guerguerat. Il faut savoir que ces appels servent plut?t le Maroc qui, ? travers la projection de ses gendarmes (une dizaine) au-del? du mur de s?curit?, a mis en br?che la th?orie s?paratiste fumeuse des ""zones lib?r?es""! Cette projection dans Guerguerat, consid?r?e mensong?rement comme ?tant ""premi?re zone militaire"" du front Polisario, a d?montr? que le Maroc est bel et bien souverain et qu\'il n\'a jamais renonc? ? cette partie ch?re de son Sahara, ?vacu?e par les FAR au tout d?but des ann?es 90 juste pour ?viter toute friction avec les ?l?ments arm?s du Polisario et dans un geste de bonne foi et de respect de l\'accord de cessez-le-feu.\n\nL\'intervention marocaine dans cette r?gion d?montre ainsi que le royaume n\'a jamais renonc? ? cette r?gion d?militaris?e. Pas plus d\'ailleurs qu\'? la ville de Lagouira!\n\nAutre perc?e, et pas des moindres: les travaux d\'asphaltage, pr?c?demment report?s ? trois reprises, ont pu ?tre r?alis?s aujourd\'hui ? 90%, sachant qu\'il ne reste qu\'un seul kilom?tre ? goudronner sur six de la fronti?re nord de la Mauritanie.\n\nAutre acquis, le Maroc a pu atteindre ses objectifs trac?s pour cette op?ration sans avoir eu ? tirer une seule balle. Il a pu, non seulement mettre en ?chec le projet alg?ro-mauritanien pour d?localiser une partie des camps vers Lagouira, mais il a aussi pu assainir la r?gion de Guerguerat de toutes sortes de trafics (armes, drogues, voitures vol?es, cigarettes de contrebande), et neutraliser la menace que font peser les groupes terroristes sur une r?gion rest?e jusqu\'ici ? l\'abri des attaques jihadistes, gr?ce ? la vigilance des services marocains.', 'Reaching an agreement is not where the the problem lies but on implementation. The developing countries in Africa especially will always  lack the political will and resources to implement agreements consistently. Mr Ban Kimon are there particular  provisions in  place towards helping the developing countries whose mono economy is dependent on fossil fuel exploitation and use?Drastic reduction of carbon emission through could adversely affect their already battered economy.', 'Dear Secretary General Ban. COP 21 “Think about ways to stop temperature rising 1.5/2.0 degrees” when such is but the symptom of the problem. Africa PRC India California Australian heat reflecting CO2e emitting deserts have passed 1.6-2.5 degrees are the cause.                        18 years ago COP3 Kyoto a full Science Nature protocol where experts perfected over 3+years the process to re-start CO2 cycle. https://www.youtube.com/watch?v=YbI8YZmBP8g proven across 9 PRC Provinces. They will lower 8Bn Tonnes CO2e pa meeting UNFCCC 100yr rule and trade Bn$160 in certified offsets. The thoughts of a voluntary COP21 how to “stop” CO2 build-up when in fact it has reached a level where Global “cooling” had begun should be made public before you leave. These lost 17 years you had over to the historians of tomorrow an impossible task to grow the 2-4% of vegetation to lower the build-up.  without prejudice Robert Vincin', 'Kashmir bleeding Indian army firing killing sexually assaulting girls ladies burning homes', ""You can't enforce anything. People have free will and especially in the U.S., we are each free to pursue our own goals. The future the UN has envisioned isn't shared, their goals are not universal and nobody can force another to act without infringing on their rights.  If the goal is to end human suffering, then the agenda shouldn't exist nor be controlled by the UN."", 'BUY YOUR BAGS OF RICE IN A LOWER PRICE OF\r\n#6,500 AND GROUNDNUT OIL FOR #5,000 CALL THE\r\nMARKETING DEPARTMENT MRS ADEBAYO JOY on 08063414210  FOR MORE INFORMATION AND\r\nPURCHASE. Royal umbrella=6,500 Mama\r\nGold=6,500 Royal stallion=6,500 Otunba=6,500\r\nRising sun=6,500 Special rice=6,500 Mama\r\nAfrica=6,500 Royal crown=6,500 Ade Brazil=6,500\r\nElephant Gold=6,500 Super eagle=6,500 PJS=6,500\r\nTomato rice=6,500 Caprice =6,500 GINO OIL=\r\n#5,000 TURKEY OIL= #5,000 WE DELIVER TO ANY\r\nSTATE IN NIGERIA 1BAG OR 1 OIL IS #1000, NAIRA\r\nFOR DELIVERY THANK.U.. PLEASE CALL Mrs ADEBAYO JOY on 08063414210 for purchase. ORDER; MINIMUM OF 20 BAGS AND ABOVE.\r\nWe make DELIVERY to ALL the 36 STATES IN NIGERIA...\r\nPAYMENT ON\r\nDELIVERY.ATM Transfer and Quick Teller is allowed.', ""That's why #NoDapl and highly recommand for consulting about Climate Change for now & Future Generations: www.standingrock.org\n#StandingRockSiouxTribe #WaterIsLife"", 'Yes.\nUN very good meeting for Concerned about the weather in the world.', ""????#MichelTEMERout!\n#TemerOUT!!!\nBrazilian illegitimi presidente MICHEL TEMER IS BEHIND THE COUP IN BRAZIL WITH A LARGE SCALE OF CORRUP SENATORS AND JUDGES!\n78% of the population from left and right wings wants him out for been denounced in Car-Wash investigations! \nTEMER is a nation's Traitor!\nSave our democracy!\nNO TO THE COUP IN BRAZIL! ????????????"", 'Compliment all fr more endorsements.', 'thanks for the more endorsements and better collaboration for developing countries in Africa and Asia', 'Good', 'Jessica Anne Seach well done']"
2016-09-21 11:39:54,#AntibioticResistance is a serious threat to global health. Watch the high-level #UNGA discussion all day Wednesday starting at 10 a.m. EDT: webtv.un.org,,2,24,photo,45,1,0,0,0,0,46,"['BUY YOUR BAGS OF RICE IN A LOWER PRICE OF\r\n#6,500 AND GROUNDNUT OIL FOR #5,000 CALL THE\r\nMARKETING DEPARTMENT MRS ADEBAYO JOY on 08063414210  FOR MORE INFORMATION AND\r\nPURCHASE. Royal umbrella=6,500 Mama\r\nGold=6,500 Royal stallion=6,500 Otunba=6,500\r\nRising sun=6,500 Special rice=6,500 Mama\r\nAfrica=6,500 Royal crown=6,500 Ade Brazil=6,500\r\nElephant Gold=6,500 Super eagle=6,500 PJS=6,500\r\nTomato rice=6,500 Caprice =6,500 GINO OIL=\r\n#5,000 TURKEY OIL= #5,000 WE DELIVER TO ANY\r\nSTATE IN NIGERIA 1BAG OR 1 OIL IS #1000, NAIRA\r\nFOR DELIVERY THANK.U.. PLEASE CALL Mrs ADEBAYO JOY on 08063414210 for purchase. ORDER; MINIMUM OF 20 BAGS AND ABOVE.\r\nWe make DELIVERY to ALL the 36 STATES IN NIGERIA...\r\nPAYMENT ON\r\nDELIVERY.ATM Transfer and Quick Teller is allowed.', 'It Increased The Number Of Deaths, !\n\nSo, Needs To Know Its Symptoms, Pls.....']"
2016-09-21 09:15:00,"Momentum on the #ParisAgreement on Climate Change continues today as more countries join during special #UNGA event. Secretary-General Ban Ki-moon has called for it to enter into force by the end of this year. 

Watch at 8 a.m. EDT: webtv.un.org 
More info: http://bit.ly/2cKq2W0",,3,43,photo,148,6,0,0,0,0,154,"['BUY YOUR BAGS OF RICE IN A LOWER PRICE OF\r\n#6,500 AND GROUNDNUT OIL FOR #5,000 CALL THE\r\nMARKETING DEPARTMENT MRS ADEBAYO JOY on 08063414210  FOR MORE INFORMATION AND\r\nPURCHASE. Royal umbrella=6,500 Mama\r\nGold=6,500 Royal stallion=6,500 Otunba=6,500\r\nRising sun=6,500 Special rice=6,500 Mama\r\nAfrica=6,500 Royal crown=6,500 Ade Brazil=6,500\r\nElephant Gold=6,500 Super eagle=6,500 PJS=6,500\r\nTomato rice=6,500 Caprice =6,500 GINO OIL=\r\n#5,000 TURKEY OIL= #5,000 WE DELIVER TO ANY\r\nSTATE IN NIGERIA 1BAG OR 1 OIL IS #1000, NAIRA\r\nFOR DELIVERY THANK.U.. PLEASE CALL Mrs ADEBAYO JOY on 08063414210 for purchase. ORDER; MINIMUM OF 20 BAGS AND ABOVE.\r\nWe make DELIVERY to ALL the 36 STATES IN NIGERIA...\r\nPAYMENT ON\r\nDELIVERY.ATM Transfer and Quick Teller is allowed.', ""How can a non binding agreement be enforced? The U.S. is independent and self-governed. We.don't take directives from the UN on how to develop domestic policy."", 'climate change is the only way forward']"
2016-09-21 02:14:00,"The #ParisAgreement will likely enter into force this year. See its next steps as countries take action on climate change on Wednesday at 8 a.m. EDT. #GlobalGoals

Watch: webtv.un.org 
Info: http://bit.ly/2cKq2W0",,3,17,photo,103,3,0,0,0,0,106,"['BUY YOUR BAGS OF RICE IN A LOWER PRICE OF\r\n#6,500 AND GROUNDNUT OIL FOR #5,000 CALL THE\r\nMARKETING DEPARTMENT MRS ADEBAYO JOY on 08063414210  FOR MORE INFORMATION AND\r\nPURCHASE. Royal umbrella=6,500 Mama\r\nGold=6,500 Royal stallion=6,500 Otunba=6,500\r\nRising sun=6,500 Special rice=6,500 Mama\r\nAfrica=6,500 Royal crown=6,500 Ade Brazil=6,500\r\nElephant Gold=6,500 Super eagle=6,500 PJS=6,500\r\nTomato rice=6,500 Caprice =6,500 GINO OIL=\r\n#5,000 TURKEY OIL= #5,000 WE DELIVER TO ANY\r\nSTATE IN NIGERIA 1BAG OR 1 OIL IS #1000, NAIRA\r\nFOR DELIVERY THANK.U.. PLEASE CALL Mrs ADEBAYO JOY on 08063414210 for purchase. ORDER; MINIMUM OF 20 BAGS AND ABOVE.\r\nWe make DELIVERY to ALL the 36 STATES IN NIGERIA...\r\nPAYMENT ON\r\nDELIVERY.ATM Transfer and Quick Teller is allowed.', '(Important Disclosure: Words in quotation marks are double entendre and should be read at surface level 1st read)\nWould/Will global peace reign when everyone knows their logical ""absolute truth"" Human Nature pattern of ""Love"" proven by cyclical causality of empirically valid reasoning?\nConsequently, the “simple complexities” are three innate characteristics of abilities that we possess independently as individuals but are shared collectively by all humans.The three characteristics of abilities are known as the “individual sum” of the “Total Body” as “Hope,” “Love,” and “Happiness.”\nSelflessly,\nPs. ‘Our… “Unique-design combination” structure of ""helping"" (not enabling), causes an “empowerment of surplus” to each entity at all levels using the “E.O” approach validly seen in its circle. You are responsible for your progress without ""ANY"" scapegoats to blame (""God""/""Devil"", ""Government""/""Party"", ""religion""/""culture"", ""language""/""location"", ""gender""/""age"" etc). Discern between progress and destruction by firstly seeing what is the purpose. Validly understanding all of these characteristics are essential components to attaining success as ""Happiness.""', '(Right to Breath) SDG13&11 Stop polluting cities/Wasting fuel by heavy cars,Use GPS electric capsule  https://www.facebook.com/Global-Goal-No13-A-solution-for-City-Pollution-The-Smart-City-147941658897870/']"
2016-09-20 22:45:28,"HeForShe Goodwill Ambassador Emma Watson stands for Goal 5, Gender Equality, with UN Women Executive Director Phumzile Mlambo-Ngcuka and the presidents of many top global universities. 

Get up to speed on UN Women's new report on the state of gender equity on college campuses: www.heforshe.org 

#ParityReport #GlobalGoals

UN Social Media Photo/Ariel Alexovich",Global Goals for Sustainable Development is at United Nations Headquarters New York.,12,198,photo,276,30,0,1,0,0,307,"[""I'm proud of what she's doing. But one thing gets to my mind when we talk about gender equality and we see a picture being taken with around 8-9 men and only two women... still much to go."", 'BUY YOUR BAGS OF RICE IN A LOWER PRICE OF\r\n#6,500 AND GROUNDNUT OIL FOR #5,000 CALL THE\r\nMARKETING DEPARTMENT MRS ADEBAYO JOY on 08063414210  FOR MORE INFORMATION AND\r\nPURCHASE. Royal umbrella=6,500 Mama\r\nGold=6,500 Royal stallion=6,500 Otunba=6,500\r\nRising sun=6,500 Special rice=6,500 Mama\r\nAfrica=6,500 Royal crown=6,500 Ade Brazil=6,500\r\nElephant Gold=6,500 Super eagle=6,500 PJS=6,500\r\nTomato rice=6,500 Caprice =6,500 GINO OIL=\r\n#5,000 TURKEY OIL= #5,000 WE DELIVER TO ANY\r\nSTATE IN NIGERIA 1BAG OR 1 OIL IS #1000, NAIRA\r\nFOR DELIVERY THANK.U.. PLEASE CALL Mrs ADEBAYO JOY on 08063414210 for purchase. ORDER; MINIMUM OF 20 BAGS AND ABOVE.\r\nWe make DELIVERY to ALL the 36 STATES IN NIGERIA...\r\nPAYMENT ON\r\nDELIVERY.ATM Transfer and Quick Teller is allowed.', 'We are Alagabam a seventh grade S.T.E.M group and we are working on a project to reach sustainable goals. Our goal is to spread gender equality. We have chosen Afghanistan and we will make a short film explaining equality for gays and women. Also we have created a gofundme account: Alagabam we would love it if you could donate. Every donation counts. Thank you', ""Here's to the time when 'the presidents of many top universities' includes a woman and you can use a photo on your social media which reflects gender equality."", 'I WISH I HAD A GIRL, ALHAMDULILLAH', 'Stop Accused Her Philippines My President Rodrigo Roa Duterte.', 'Go Emma, finally. #SDG5', 'THANKS', 'God bless you all', 'Maria Laura Picciolo', ""That's my girl Emma Watson ?""]"
2016-09-20 19:21:50,"Happy first anniversary, #GlobalGoals! More people in Cote d'Ivoire got business training in 2016 due to some United Nations partnerships. 

Check out the projects the SDG Fund is prioritizing: http://www.sdgfund.org",,2,17,photo,94,5,0,0,0,0,99,"['BUY YOUR BAGS OF RICE IN A LOWER PRICE OF\r\n#6,500 AND GROUNDNUT OIL FOR #5,000 CALL THE\r\nMARKETING DEPARTMENT MRS ADEBAYO JOY on 08063414210  FOR MORE INFORMATION AND\r\nPURCHASE. Royal umbrella=6,500 Mama\r\nGold=6,500 Royal stallion=6,500 Otunba=6,500\r\nRising sun=6,500 Special rice=6,500 Mama\r\nAfrica=6,500 Royal crown=6,500 Ade Brazil=6,500\r\nElephant Gold=6,500 Super eagle=6,500 PJS=6,500\r\nTomato rice=6,500 Caprice =6,500 GINO OIL=\r\n#5,000 TURKEY OIL= #5,000 WE DELIVER TO ANY\r\nSTATE IN NIGERIA 1BAG OR 1 OIL IS #1000, NAIRA\r\nFOR DELIVERY THANK.U.. PLEASE CALL Mrs ADEBAYO JOY on 08063414210 for purchase. ORDER; MINIMUM OF 20 BAGS AND ABOVE.\r\nWe make DELIVERY to ALL the 36 STATES IN NIGERIA...\r\nPAYMENT ON\r\nDELIVERY.ATM Transfer and Quick Teller is allowed.', 'Social inclusion make the goals of SDGs more easy to sensitize']"
2016-09-20 12:40:00,Watch what world leaders are watching right now in the General Assembly Hall! Thanks to The Global Goals for this video about how the world has adopted the #GlobalGoals and the 2030 Agenda as their own in just its first year! www.un.org/sustainabledevelopment,,8,167,video,212,4,0,1,0,0,217,"['', 'Vamos los ODS cARAJO', '(GENDER EQUALITY ) ESPECIALLY in African & Third World Countries , OUR FEMALE MUST NOT BATTERED BY THEIR HUSBANDS NOR  MALTREATED BY THEIR IN LAWS, AFRICAN & THIRD WORLD COUNTRIES WOMEN MUST BE TREATED WITH DIGNITY & DUE RESPECTED. BECAUSE WE THE PACE SETTERS & HOME BUILDERS !!!', 'Zarpaaaaaaaaaaaaaaaado', 'BUY YOUR BAGS OF RICE IN A LOWER PRICE OF\r\n#6,500 AND GROUNDNUT OIL FOR #5,000 CALL THE\r\nMARKETING DEPARTMENT MRS ADEBAYO JOY on 08063414210  FOR MORE INFORMATION AND\r\nPURCHASE. Royal umbrella=6,500 Mama\r\nGold=6,500 Royal stallion=6,500 Otunba=6,500\r\nRising sun=6,500 Special rice=6,500 Mama\r\nAfrica=6,500 Royal crown=6,500 Ade Brazil=6,500\r\nElephant Gold=6,500 Super eagle=6,500 PJS=6,500\r\nTomato rice=6,500 Caprice =6,500 GINO OIL=\r\n#5,000 TURKEY OIL= #5,000 WE DELIVER TO ANY\r\nSTATE IN NIGERIA 1BAG OR 1 OIL IS #1000, NAIRA\r\nFOR DELIVERY THANK.U.. PLEASE CALL Mrs ADEBAYO JOY on 08063414210 for purchase. ORDER; MINIMUM OF 20 BAGS AND ABOVE.\r\nWe make DELIVERY to ALL the 36 STATES IN NIGERIA...\r\nPAYMENT ON\r\nDELIVERY.ATM Transfer and Quick Teller is allowed.', 'Dana Bel?n Saya Lucia Bel?n Moyano Virginia Kargachin Anita Mejail Club Leo Amicus Julia Tessari', '(Right to Breath) SDG13&11 Stop polluting cities/Wasting fuel by heavy cars,Use GPS electric capsule  https://www.facebook.com/Global-Goal-No13-A-solution-for-City-Pollution-The-Smart-City-147941658897870/', 'UNCSD Rio+20 Future We Want Focal Point with the support of  its partners Global Citizen, SPARK Holland, SAQR International, ECOES, ABC Corporation, IBEC Tripoli, & LCAMS  congratulates the General Assembly Hall!  Truly we all thank you all for The Global Goals  & the world for having  adopted the #GlobalGoals and the 2030 Agenda as their own in just its first year!']"
2016-09-20 11:31:50,"The #GlobalGoals are turning one! Watch a special #UNGA ceremony today featuring SDG Advocates Forest Whitaker and Alaa Murabit, and a special musical guest, at 8:30 a.m. EDT. Afterward, the High-Level General Assembly proceedings begin.  

Watch: webtv.un.org
Info: www.un.org/sustainabledevelopment",,2,14,photo,75,5,0,1,0,0,81,"['BUY YOUR BAGS OF RICE IN A LOWER PRICE OF\r\n#6,500 AND GROUNDNUT OIL FOR #5,000 CALL THE\r\nMARKETING DEPARTMENT MRS ADEBAYO JOY on 08063414210  FOR MORE INFORMATION AND\r\nPURCHASE. Royal umbrella=6,500 Mama\r\nGold=6,500 Royal stallion=6,500 Otunba=6,500\r\nRising sun=6,500 Special rice=6,500 Mama\r\nAfrica=6,500 Royal crown=6,500 Ade Brazil=6,500\r\nElephant Gold=6,500 Super eagle=6,500 PJS=6,500\r\nTomato rice=6,500 Caprice =6,500 GINO OIL=\r\n#5,000 TURKEY OIL= #5,000 WE DELIVER TO ANY\r\nSTATE IN NIGERIA 1BAG OR 1 OIL IS #1000, NAIRA\r\nFOR DELIVERY THANK.U.. PLEASE CALL Mrs ADEBAYO JOY on 08063414210 for purchase. ORDER; MINIMUM OF 20 BAGS AND ABOVE.\r\nWe make DELIVERY to ALL the 36 STATES IN NIGERIA...\r\nPAYMENT ON\r\nDELIVERY.ATM Transfer and Quick Teller is allowed.', ""The World needs to see how the system failed Terrell Free Terrell Scott in so many ways, from the judicial system and by the numinous mental health agencies. What happened to Terrell is horrendous!!!! I'm asking for anyone to help me spread Terrell's goodbye video. SUICIDE BY  THE SYSTEM, COULD HAPPEN TO ANY ONE OF US!!! Here's the link to Terrell's goodbye video. Thank you in advance for helping. \n\nhttps://youtu.be/yyhb_c-lD6o""]"
2016-09-20 09:00:00,"The #GlobalGoals are only 1 year old & progress has already been made! Watch a special SDG anniversary event today before #UNGA, at 8:30a EDT, webtv.un.org",,2,53,photo,188,8,0,0,0,0,196,"['BUY YOUR BAGS OF RICE IN A LOWER PRICE OF\r\n#6,500 AND GROUNDNUT OIL FOR #5,000 CALL THE\r\nMARKETING DEPARTMENT MRS ADEBAYO JOY on 08063414210  FOR MORE INFORMATION AND\r\nPURCHASE. Royal umbrella=6,500 Mama\r\nGold=6,500 Royal stallion=6,500 Otunba=6,500\r\nRising sun=6,500 Special rice=6,500 Mama\r\nAfrica=6,500 Royal crown=6,500 Ade Brazil=6,500\r\nElephant Gold=6,500 Super eagle=6,500 PJS=6,500\r\nTomato rice=6,500 Caprice =6,500 GINO OIL=\r\n#5,000 TURKEY OIL= #5,000 WE DELIVER TO ANY\r\nSTATE IN NIGERIA 1BAG OR 1 OIL IS #1000, NAIRA\r\nFOR DELIVERY THANK.U.. PLEASE CALL Mrs ADEBAYO JOY on 08063414210 for purchase. ORDER; MINIMUM OF 20 BAGS AND ABOVE.\r\nWe make DELIVERY to ALL the 36 STATES IN NIGERIA...\r\nPAYMENT ON\r\nDELIVERY.ATM Transfer and Quick Teller is allowed.', ""2,000 More Pastoral Women In Ethiopia Have Access To Business Education #GlobalGoals    Oh, Thanks, You'd Something Unique!""]"
2016-09-19 21:27:00,"The United Nations Summit on Refugees and Migrants ""shows that we can find common ground,"" Secretary-General Ban Ki-moon said Monday as he launched the new UN ""Together"" initiative. 

The campaign will highlight the economic, cultural and social contributions that migrants and refugees make to countries of origin, transit and destination. It will also counter some of the misinformation and misperceptions about them. 

Learn more: https://refugeesmigrants.un.org/together #GlobalGoals #UN4RefugeesMigrants",,11,68,photo,182,9,0,0,1,0,192,"['There must be security in the area where like in india food is flooded and ground is dry out UN should sent manpower Food supply medicine like Lepra Chorola HIV Zika, Herpes simplex, Malaria', 'BUY YOUR BAGS OF RICE IN A LOWER PRICE OF\r\n#6,500 AND GROUNDNUT OIL FOR #5,000 CALL THE\r\nMARKETING DEPARTMENT MRS ADEBAYO JOY on 08063414210  FOR MORE INFORMATION AND\r\nPURCHASE. Royal umbrella=6,500 Mama\r\nGold=6,500 Royal stallion=6,500 Otunba=6,500\r\nRising sun=6,500 Special rice=6,500 Mama\r\nAfrica=6,500 Royal crown=6,500 Ade Brazil=6,500\r\nElephant Gold=6,500 Super eagle=6,500 PJS=6,500\r\nTomato rice=6,500 Caprice =6,500 GINO OIL=\r\n#5,000 TURKEY OIL= #5,000 WE DELIVER TO ANY\r\nSTATE IN NIGERIA 1BAG OR 1 OIL IS #1000, NAIRA\r\nFOR DELIVERY THANK.U.. PLEASE CALL Mrs ADEBAYO JOY on 08063414210 for purchase. ORDER; MINIMUM OF 20 BAGS AND ABOVE.\r\nWe make DELIVERY to ALL the 36 STATES IN NIGERIA...\r\nPAYMENT ON\r\nDELIVERY.ATM Transfer and Quick Teller is allowed.', 'Google Agenda 21 and sustainable development... Depopulation, no private ownership of land, no private cars or public roads to drive them on.. the UN is the New World Order in sheeps clothing...', 'Best is a country without political attachment', 'les maudits l? ils manipule les gens pour bien les tuer !!', 'New seed need to be supplied and provided I have ideas and research some of the primary need it', '', 'Ma Syaa Allah..may more out there support the new UN tagline and campaign under the UN Sustainable Development Programmes.', 'We Needs A ""Deemed"" Over #Refugees', 'Nan? Ciannameo', '1.4 billion people']"
2016-09-19 16:05:00,"These are the #UNYoungLeaders 
They are young inventors, creators, ground-breakers.
They are scientists, designers, peace-builders.
They are storytellers, activists and human-rights defenders. 
Learn about the work they're doing for the #GlobalGoals. 

More information: http://wp.me/p5Mdaw-5dO",,15,128,photo,469,16,1,1,0,0,487,"['You in the future Natasha Neeve', 'Wow!!!Hebat Lutfi...', '', 'BUY YOUR BAGS OF RICE IN A LOWER PRICE OF\r\n#6,500 AND GROUNDNUT OIL FOR #5,000 CALL THE\r\nMARKETING DEPARTMENT MRS ADEBAYO JOY on 08063414210  FOR MORE INFORMATION AND\r\nPURCHASE. Royal umbrella=6,500 Mama\r\nGold=6,500 Royal stallion=6,500 Otunba=6,500\r\nRising sun=6,500 Special rice=6,500 Mama\r\nAfrica=6,500 Royal crown=6,500 Ade Brazil=6,500\r\nElephant Gold=6,500 Super eagle=6,500 PJS=6,500\r\nTomato rice=6,500 Caprice =6,500 GINO OIL=\r\n#5,000 TURKEY OIL= #5,000 WE DELIVER TO ANY\r\nSTATE IN NIGERIA 1BAG OR 1 OIL IS #1000, NAIRA\r\nFOR DELIVERY THANK.U.. PLEASE CALL Mrs ADEBAYO JOY on 08063414210 for purchase. ORDER; MINIMUM OF 20 BAGS AND ABOVE.\r\nWe make DELIVERY to ALL the 36 STATES IN NIGERIA...\r\nPAYMENT ON\r\nDELIVERY.ATM Transfer and Quick Teller is allowed.', 'Mira , podr?a ser otra opci?n en nuestra lista Naty Brice?o', 'Angela, Nicole !!!! wahhhhhhh!!!!!!!!!!', '', 'congraculation  everybody', 'Good', 'Congratulation for the young leaders ..... Lutfi Fadil Lokman', 'Anita Mourany', 'Renee Kobelt', 'Patrick Serrano', 'Excellent', 'Farhan Yusuf']"
2016-09-19 14:09:23,"Some of the things you can do with the SDGs Action app: 

1. Get news on your favourite goals
2. Get suggestions on what you can do to achieve each goal
3. Access to the World’s Largest Lesson explaining the SDGs
4. Find actions and events near you that you can join to support the goals.
5. Create your own actions you’re planning in your area, and invite others to join.

You can download it here: https://sdgsinaction.com/",,8,333,video,288,12,0,0,0,0,300,"[""I have conducted research on Global goals on Sustainable Development  .My research work recommends that If we provide vocational and technical education to our youngsters, men and women so we can achieve sustainable development goals in terms of no poverty,zero hunger,quality education, gender equality and decent work economic growth. It's my request to you Kindly promote these goals in all countries and monitor their progress."", 'Samantha Lumpkin sounds familiar hey haha', 'Awesome! Thats what we need! Check it out, Steve Olotu :-)', 'Ally Neale - something to share to the group?', 'Adam!', 'Hermann Ouinsou Florent Agbeto Silvere Atsou Kelvin Odanz Matt Ngbede', '#Referentes', 'Fatima Khan']"
2016-09-19 13:36:27,Check out the SDGs in Action app made by GSMA and Project Everyone in cooperation with the UN! Available for download now on iOS and Android. Learn more at www.sdgsinaction.com,Global Goals for Sustainable Development updated their cover photo.,8,72,photo,221,14,0,1,0,0,236,"['A great step toward curbing corruption in global government! ""curb them""', 'Is there any post of sustainable officer .', 'I would like to participate in.', 'Amazing', 'Beautiful.', 'Gabriela Fernandez']"
2016-09-19 13:18:52,"""Refugees & migrants offer great potential, if only we unlock it,"" says Ban Ki-moon as New York Declaration is adopted at the start of Monday's summit. The declaration will help achieve #GlobalGoals like education and reduced inequalities. Learn more: https://refugeesmigrants.un.org

Watch the action live all day Monday: http://bit.ly/2d1VxbK 
Schedule: http://bit.ly/2cxQXS0  
#UN4RefugeesMigrants",,3,39,photo,115,5,0,0,0,0,120,"['Pakistan already did and doing for  the refugee from Afghanistan', '', 'Great one indeed.\nSuch solutions are only applicable to the UN as a unique system.\nThe principle of dignity and worth of everyone is great considered indeed.\nI greatly applaud the tireless interventions of UN and its partners  including all signatories to it.\n#Everyoneisimportant\n#UN']"
