645,5/1/2016 2:45, ?#Awareness key to achieving #sustainable #living? http://tinyurl.com/zb639rj? #SDGs #lifestyles ,,,,,,,
644,5/1/2016 2:55, Very excited to hear about @PeaceStartup-an exciting business that is helping us achieve the #SDGs: #PeaceAndJusticehttps://twitter.com/decaforo/status/726709620216061952?? ,,,,,,,
643,5/1/2016 3:00, Evaluation of the multitude of dev outcomes that #carbonfinance projects deliver  enables alignment with #SDGs http://goo.gl/QrVxYb? ,,,,,,,
642,5/1/2016 3:00, The business sector needs to act on the global water shoratage: http://ow.ly/4nhma3? @anumyoon #CSR #SDGs ,,,,,,,
641,5/1/2016 3:01, Universal health coverage cuts across all of the health-related Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs ,,,,,,,
640,5/1/2016 3:01, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs ,,,,,,,
639,5/1/2016 3:01, Universal health coverage cuts across all of the health-related Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs ,,,,,,,
638,5/1/2016 3:01, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs ,,,,,,,
637,5/1/2016 3:01, Universal health coverage cuts across all of the health-related Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs ,,,,,,,
636,5/1/2016 3:01, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs ,,,,,,,
635,5/1/2016 3:04, RT CGIAR: An integrated approach to the #SDGs is necessary to protect the planet & its people: ? pic.twitter.com/nEHPEL3hQu ,,,,,,,
634,5/1/2016 3:04, Clean Water and Sanitation for All by 2030 http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs  ,,,,,,,
633,5/1/2016 3:08, RT CGIAR: An integrated approach to the #SDGs is necessary to protect the planet & its people: ? pic.twitter.com/IOcU7yoxX3 ,,,,,,,
632,5/1/2016 3:14, RT CGIAR: An integrated approach to the #SDGs is necessary to protect the planet & its people: ? pic.twitter.com/LWjSgOpgeS ,,,,,,,
631,5/1/2016 3:16, UNEP's annual report 2015 @UNEP #SDGs: https://lnkd.in/fi7zFNW? And here the chapter on #ResourceEfficiency: https://lnkd.in/fX8tDG8? #UNEP20? ,,,,,,,
630,5/1/2016 3:17," So, my professional Twitter account. Let's go! #wash #humanitarian #development #SDGs #water ",,,,,,,
629,5/1/2016 3:44, MDGs were a shopping list now #SDGs - Joseph Stiglitz on the Sustainable #Development Goals #globalgoals #UNUWIDER30https://m.youtube.com/watch?feature=youtu.be&v=ZTD8z7oCYrc?? ,,,,,,,
628,5/1/2016 3:49, In the #SDGs era the mobile phone is going to be the most important tool for #data & that data will be citizen-generated not by government. ,,,,,,,
627,5/1/2016 4:00, @oraelosikenny01 @ronke_onadeko sustainable development means that we must make agriculture work for all farmers esp rural & women #SDGs ,,,,,,,
626,5/1/2016 4:07, Download brochure - http://www.developmentconnectltd.com? - #sustainability advisory & consulting for #Agenda2030 and the #SDGs pic.twitter.com/fGRWTOUwZg ,,,,,,,
625,5/1/2016 4:12, Download @SustDevConnect brochure: http://developmentconnectltd.com? #sustainability advisory & consulting 4 #Agenda2030 #SDGs pic.twitter.com/nldhOWA1dQ ,,,,,,,
624,5/1/2016 4:20, CIFOR & the #SDGs: ?Opportunities are already out there? to align forestry w/ the #SustDev http://ow.ly/4mQptI?pic.twitter.com/HjLsdDtRNs ,,,,,,,
623,5/1/2016 4:31, SaraBerceruelo: CIFOR & the #SDGs: ?Opportunities are already out there? to align forestry w/ the #SustDev ? http://bit.ly/1Tn7CFl? ,,,,,,,
622,5/1/2016 4:34, #LaoPDR tks on #foodsecurity by tackling #climatechange:http://on.undp.org/dL9? #GlobalGoals #SDGs #ZeroHunger pic.twitter.com/0obuObxRYW @UNDP ,,,,,,,
621,5/1/2016 4:36, An ATM in Ghana that raises awareness for the Sustainable Development Goals! #SDGs pic.twitter.com/IoDejb6OBX ,,,,,,,
620,5/1/2016 4:38, #Philippines boosts capacity 4 adopting low #carbonemission 4 #ClimateAction:http://on.undp.org/d0e? #SDGs pic.twitter.com/ehSlTeoJbU v @UNDP ,,,,,,,
619,5/1/2016 4:40, The #SDGs are future-building of the people," by the people and for the people."" @MYWorld2030 @HelenClarkUNDP #SDG16https://twitter.com/unsdsn/status/723881630020960256?? """,,,,,,
618,5/1/2016 4:52, #SDGs are not about north and south. They are about every nation building their own evaluation capacity. http://www.oecd.org/dev/development-posts-an-action-plan-for-the-sdgs.htm?? ,,,,,,,
617,5/1/2016 4:56, How to achieve #sdgs by 2030? Look to #CostaRica (Invest in Envt and edu'n not economic growth)http://www.ted.com/talks/michael_green_how_we_can_make_the_world_a_better_place_by_2030#t-214263?? ,,,,,,,
616,5/1/2016 4:59, How will demographic change in #AsiaPacific affect regional growth? More in #AHDR2016: http://on.undp.org/d6o? #SDGs pic.twitter.com/EtxKv8re5m ,,,,,,,
615,5/1/2016 5:04," The #SDGs give us a chance to help those with mental illness, but we need legislation to shape policy http://gu.com/p/4ta5x/stw? ",,,,,,,
614,5/1/2016 5:05," #SDGs, from agreement to action: @Save_Children?s CEO Thorning-Schmidt to speak at #OECDwk http://bit.ly/OECD4m2016?pic.twitter.com/LiH3FEOqzQ ",,,,,,,
613,5/1/2016 5:13," GuardianGDP: The #SDGs give us a chance to help those with mental illness, but we need legislation to shape policy http://gu.com/p/4ta5x/stw? ",,,,,,,
612,5/1/2016 5:16, ?Shaping the Future: How Changing #Demographics Can Power Human Development? #SDGs #agenda2030https://twitter.com/undp/status/726742858577895425?? ,,,,,,,
611,5/1/2016 5:20," ToGovern: RT OECD: #SDGs, from agreement to action: Save_Children?s CEO Thorning-Schmidt to speak at #OECDwk ?pic.twitter.com/zr0xi99P2C ",,,,,,,
610,5/1/2016 5:30, @CiscoCSR would love to feature your work on @BIZfor2030 to show your contributions to #SDGs #GlobalGoals - free b/c you're @USCIB member! ,,,,,,,
609,5/1/2016 5:31, RT @SarahKagingo: #Uganda No. 3 among top 10 nations in world that spend the most on #healthcare - @wef #SDGs... http://fb.me/15uEAViMM? ,,,,,,,
608,5/1/2016 5:36, .@WorldBank collecting realtime #data & #evidence to achieve development progress across #Africa. #SDGs @Data4SDGshttps://twitter.com/worldbank/status/726534152309317637?? ,,,,,,,
607,5/1/2016 5:39, Recognizing the importance of taking an holistic approach to human development which puts people at the center #SDGs https://twitter.com/gpforeducation/status/726672715759886336?? ,,,,,,,
606,5/1/2016 5:40, The #SDGs are at the core of @Deans_Beans business model. Founder and 2013 Honouree Dean Cycon will be at #BfPSummitpic.twitter.com/vMlahb0Tv1 ,,,,,,,
605,5/1/2016 5:56, @PaulPolman Good luck at #BfPSummit in Oslo! #SDGs ,,,,,,,
604,5/1/2016 6:01, Human-centered design can be a potent tool for achieving #SDGs. Frm @benramalingam @IDS_UK: http://bit.ly/1SAZpx1? ,,,,,,,
603,5/1/2016 6:01, .@JeffDSachs: ?#SDGs need to be understood and implemented holistically | #FFA2016 | READ: http://qrs.ly/tn54kgz?pic.twitter.com/5k46bT7zkQ ,,,,,,,
602,5/1/2016 6:01, Girls? education leads to healthier families.  #SustDev #GlobalDev #WomensRights #GenderEquality #SDGs #MDGs #Post2015 #UNFCC #cdnpoli ,,,,,,,
601,5/1/2016 6:18," We all dream of better future.Together can mk it reality! #SDGs ensure one future #ZeroHunger,better world4all pic.twitter.com/FfqAK1GXQ4 @WFP ",,,,,,,
600,5/1/2016 6:36, #SDGs: sustainable development goals: goals that for a country when reached can.be sustained. #SDG4Nigeria @gbengaolukosi @YoungprotegeLa ,,,,,,,
599,5/1/2016 6:37, GIZ's playbook for tourism development https://www.devex.com/news/giz-s-playbook-for-tourism-development-88075#.VyYGffOKCHs.twitter?? #SDGs ,,,,,,,
598,5/1/2016 6:44, 2013 Honouree Arif Naqvi's @abraajgroup is using #Partnerships for the #SDGs. Excited to have him at #BfPSummit!pic.twitter.com/WiMmLTMrmF ,,,,,,,
597,5/1/2016 6:50, Learn how the #access2good project can connect your network to make positive change: http://geoversiv.net/access2good? #SDGs #ParisEffect @MYWorld2030 ,,,,,,,
596,5/1/2016 6:52, How can businesses engage with #GlobalGoals? Looking forward to an interactive discussion in Oslo at #BfPsummit @Businessworthy #SDGs ,,,,,,,
595,5/1/2016 6:59, Strawberry farmers in #Nepal tell @UNDPNepal how they rebuilt after earthquake: http://on.undp.org/d6G? #SDGs pic.twitter.com/5BPJzU4OLz ,,,,,,,
594,5/1/2016 7:00, The #SDGs call for the increase in no. of children under 5yrs old on track in #health & learning http://ow.ly/4mHIZ6? #kidsfirst ,,,,,,,
593,5/1/2016 7:06, Strawberry farmers in #Nepal tell UNDPNepal how they rebuilt after earthquake: http://on.undp.org/d6G? #SDGs pic.twitter.com/7S0kTmQXy5 ,,,,,,,
592,5/1/2016 7:12, UNDP: Strawberry farmers in #Nepal tell UNDPNepal how they rebuilt after earthquake: http://on.undp.org/d6G? #SDGs pic.twitter.com/o67kWAiABD ,,,,,,,
591,5/1/2016 7:22, Join effort! the best villages are those run by their citizens @MonocleMag #torrelodones #Spain @biurrun74 #SDGs ,,,,,,,
590,5/1/2016 7:29, Retweeted World Food Programme (@WFP):  We all dream of better future.Together can make it reality! #SDGs ensure... http://fb.me/7nyDu1p2V? ,,,,,,,
589,5/1/2016 7:30, Youth will be instrumental in achieving #SDGs. Read our report with @RestlessDev here http://buzz.mw/b1imn_f?pic.twitter.com/dg0K9MuLMO ,,,,,,,
588,5/1/2016 7:34, SEI's Annual Report 2015 - how we contribute to a sustainable future for all http://bit.ly/24fptcf? #SDGs pic.twitter.com/5AFXiiAOEs ,,,,,,,
587,5/1/2016 7:43, Heading to #UN ECOSOC 2016 Integration Segment to speak #SDGs and policy integration https://www.un.org/ecosoc/en/node/603813?? ,,,,,,,
586,5/1/2016 7:45, In what ways can #mining impact the #SDGs? Exciting research underway by @CCSI_Columbia @MiningMetalsWEF @UNDP http://buff.ly/1r8EomI? ,,,,,,,
585,5/1/2016 7:52, Achieving #SDGs will depend on strengthening capacities & synergies of data producers & users http://www.huffingtonpost.com/johannes-jatting/sdg-data-discussion-what-_b_9640924.html?? # via @HuffPostImpact ,,,,,,,
584,5/1/2016 8:00, @7piliers Delivery #infrastructure investment solutions to implementing  plans #SDGs #ReshapeAid #BIDInfra #InvestinInfra ,,,,,,,
583,5/1/2016 8:08, Malaysia govt now has key chance 2 align nation w/ CEDAW + UN Human Rights Council + #SDGs by banning child marriage https://www.hrw.org/news/2016/04/29/time-ban-child-marriage-malaysia?? ,,,,,,,
582,5/1/2016 8:14, Have your say: Reporting UK progress on Sustainable Development Goals http://ukssd.co.uk/have-your-say-reporting-uk-progress-on-sustainable-development-goals-2/?? @ukssdnetwork #SDGs #sustainableUK @erds_india ,,,,,,,
581,5/1/2016 8:22, Five steps to put young people at the heart of development and more involved in policy-makigng #SDGs http://buff.ly/1QKe2MO? via @AUT_Carina ,,,,,,,
580,5/1/2016 8:32," 10 #climatechange Conscious Cities,Electric Cars, Rooftop Farms & Other Ways to Prepare for the Future - #SDGs http://www.positivenewsus.org/climate-conscious-cities.html?? ",,,,,,,
579,5/1/2016 8:55, Inclusive planning for sustainable #infrastructure http://bit.ly/1VClW2L? @Devex #SDGs ,,,,,,,
578,5/1/2016 9:00, @undp: #LaoPDR takes on #foodsecurity by tackling #climatechange: http://on.undp.org/dL9? #GlobalGoals #SDGs #ZeroHunger ,,,,,,,
577,5/1/2016 9:01," What are the #SDGs & why are they relevant to biz efforts on carbon, water & forests issues? http://ow.ly/4mVRm3?pic.twitter.com/MQExzhdDmS ",,,,,,,
576,5/1/2016 9:13, Clean Water and Sanitation for All by 2030 http://www.huffingtonpost.com/gary-white/its-expensive-to-be-poor_b_8095176.html?1441805779?? #Water #WaterPoverty #MDGs #SDGs #4H2O ,,,,,,,
575,5/1/2016 9:13, How expensive is it to be a poor? http://www.huffingtonpost.com/gary-white/its-expensive-to-be-poor_b_8095176.html?1441805779?? #Water #WaterPoverty #MDGs #SDGs #4H2O ,,,,,,,
574,5/1/2016 9:19, it's time to include #populationcontrol in the #SDGs for an efficient solution to the world's burden -> https://twitter.com/UNOCHA/status/726144986559975424?? ,,,,,,,
573,5/1/2016 9:21, Please share #SDGs https://twitter.com/trucano/status/726751286213775360?? ,,,,,,,
572,5/1/2016 9:32," .@UNDP: Fastest #Population Shift in History Means Make or Break for #AsiaPacific"" #demography #SDGs @Data4SDGshttps://twitter.com/undp/status/726742858577895425?? """,,,,,,,
571,5/1/2016 9:34, The #SDGs including Goal 5 must be fully actualized...this #LabourDay2016 we call for recognition of #UnpaidCareWorkhttps://twitter.com/AminaJMohammed/status/726784994010652672?? ,,,,,,,
570,5/1/2016 9:45," @OECD #thanks for sharing about #sdgs, have a great Sunday :) Grow followers ? http://bit.ly/free_followers_?  ",,,,,,,
569,5/1/2016 10:01, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs ,,,,,,,
568,5/1/2016 10:01, Universal health coverage cuts across all of the health-related Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs ,,,,,,,
567,5/1/2016 10:04, Clean Water and Sanitation for All by 2030 http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs #4H2O  ,,,,,,,
566,5/1/2016 10:25, It?s vital for businesses to step up as #water stewards and push the envelope. http://ow.ly/4nhma3? @anumyoon #CSR #SDGs ,,,,,,,
565,5/1/2016 10:36, How can Internet innovators contribute to achieving the #SDGs?  or attend this #WSIS discussion 2 May 9am (GMT+2) http://www.itu.int/net4/wsis/forum/2016/Agenda/Session/147?? ,,,,,,,
564,5/1/2016 10:45, apnic: How can Internet innovators contribute to achieving the #SDGs?  or attend this #WSIS discussion 2 May 9am ? http://www.itu.int/net4/wsis/forum/2016/Agenda/Session/147?? ,,,,,,,
563,5/1/2016 10:56, Check out the latest @wbcsd update on #socialimpact ? http://goo.gl/oG8bpp? #sdgs #SDGHub #impinvpic.twitter.com/lG3ZMhBgrm ,,,,,,,
562,5/1/2016 11:00," It's not just about the connection, but what you can DO once connected. #WSISprocess #SDGs ",,,,,,,
561,5/1/2016 11:01, A year after #Nepal earthquake - @UNDPNepal's @renaudmeyer in @nytimes: http://nyti.ms/1SGNBtG? @UNDPasiapac #SDGs ,,,,,,,
560,5/1/2016 11:09, A year after #Nepal earthquake - UNDPNepal's renaudmeyer in nytimes: http://nyti.ms/1SGNBtG? UNDPasiapac #SDGs ,,,,,,,
559,5/1/2016 11:16, UNDP: A year after #Nepal earthquake - UNDPNepal's renaudmeyer in nytimes: http://nyti.ms/1SGNBtG? UNDPasiapac #SDGs ,,,,,,,
558,5/1/2016 11:17,  A Sunday Prayerful Reflection: Huge Respects At Powerful,#DemocraticLeaderships,Relentlessly Addressing Huge Global Challenges,"@#SDGs."" """,,,,
557,5/1/2016 11:17, @Agribiz4Africa @DotooleO @agribusinesshub @hdagribusiness @iAGRI_Tanzania @ShikwatiJames Good initiatives @YALINetwork @ZeroHunger #SDGs ,,,,,,,
556,5/1/2016 11:27, #SDGsComic is educating future generations on #SDGs. Join myself and @Ojoboa of @ActionAidNG on eradicating povertypic.twitter.com/0wiImuv5P9 ,,,,,,,
555,5/1/2016 11:29, Follow @UNDPNorway 2morrow at #BfPSummit in #Oslo on biz pledging 2b #BusinessWorthy for #GlobalGoals. #SDGs pic.twitter.com/dZXPAJQGi8 ,,,,,,,
554,5/1/2016 11:30, Read our latest #blog on how the private sector in #India can support the #SDGs and #COP21 http://ow.ly/4neyPE?pic.twitter.com/yylo6MStST ,,,,,,,
553,5/1/2016 11:32, UNDP: Follow UNDPNorway 2morrow at #BfPSummit in #Oslo on biz pledging 2b #BusinessWorthy for #GlobalGoals. #SDGs pic.twitter.com/CgarNagXjb ,,,,,,,
552,5/1/2016 11:36, The water crisis in Ouagadougou is evidence that without safe water the urban poor are at risk and a looming water crisis in the Sahel #SDGs ,,,,,,,
551,5/1/2016 11:41, Follow UNDPNorway 2morrow at #BfPSummit in #Oslo on biz pledging 2b #BusinessWorthy for #GlobalGoals. #SDGs pic.twitter.com/YQc6UAFv0P ,,,,,,,
550,5/1/2016 11:44, Towards #SDGs https://twitter.com/anderswijkman/status/723983252147593217?? ,,,,,,,
549,5/1/2016 11:46, @UN_Women #SweetMothers! @#PowerfulEmergenceOfPeacefulDemocraticProwess! Respects@#AllBornByWomen!@#SDGs:@#HelenClarkUNDP! SEARING PROGRESS! ,,,,,,,
548,5/1/2016 12:05," @HillaryClinton @POTUS Powerful & Ongoing Respectful #DemocraticUnity:@#SDGs! UNSTOPPABLE SEARING PROGRESS! A GRIP,#AllOutToVote!@#HillNow!! ",,,,,,,
547,5/1/2016 12:50, Reaching low hanging #SDGs made possible. Read about four immunization innovations saving kids' lives @CNN http://cnn.it/1rFjeNX? @undgdoco ,,,,,,,
546,5/1/2016 12:50, @First_Focus Pivotal Respects,@#FLOTUS," HUGE & ONGOING DEMOCRATIC DRIVES!@#BetterMakeRoom!#SDGs! Supports & Resilience! #ShameObstructors!"" """,,,,,
545,5/1/2016 12:53, Rural teenagers are constantly traffickd into major cities as domestic servants http://theruralpeople.blogspot.com.ng/2016/05/trafficking-rural-teenage-girls-as.html?? #undp #SDGs pic.twitter.com/XVlzwznzJN ,,,,,,,
544,5/1/2016 13:12, Ecosystem services and #SDGs ? where?s the link? http://bit.ly/1SyxSjR? @BioversityInt ,,,,,,,
543,5/1/2016 13:12, .@Action4SD @stakeholders @EarthDebate Downloaded. It?s so importatant to have Sustainable consumption & production as a part of #SDGs ,,,,,,,
542,5/1/2016 13:18, RT CGIAR: Ecosystem services and #SDGs ? where?s the link? http://bit.ly/1SyxSjR? BioversityInt ,,,,,,,
541,5/1/2016 13:24, RT CGIAR: Ecosystem services and #SDGs ? where?s the link? http://bit.ly/1SyxSjR? BioversityInt ,,,,,,,
540,5/1/2016 13:28, RT CGIAR: Ecosystem services and #SDGs ? where?s the link? http://bit.ly/1SyxSjR? BioversityInt ,,,,,,,
539,5/1/2016 13:44, I Can Recall A School Debate:#NoNileNoEgypt; Respects @#GlobalCleanWaterProvisions!Urgency To Address,@#FlintWaterCrisis,"@#SDGs!#DemsNow!!"" """,,,,,
538,5/1/2016 14:00," Autonomous vehicles, smart cities and the future of mobility: http://ow.ly/4nhv2p? @RPSiegel @shell_ecomar #SEM2016 #CCS #SDGs ",,,,,,,
537,5/1/2016 14:00," Isolation can be both cause and consequence of problems"" exploring the lens of #connectedness in #SDGs http://ow.ly/4ngxtk? """,,,,,,,
536,5/1/2016 14:01, 5 Ways to Help Fund the Sustainable Development Goals http://bit.ly/1PMVr4v? #SDGs #Goal13pic.twitter.com/Iczn0kf4Lh ,,,,,,,
535,5/1/2016 14:15, #GHCPolicyScrum WEBINAR 5/3: Progress Towards #SDGs- #HealthMeasurement & #Accountability. http://ow.ly/4na2Il?pic.twitter.com/kN8Olp57cS ,,,,,,,
534,5/1/2016 14:33, #Tourism touches on all #UN #SDGs lets work together to deliver #sustainablegrowth and #inclusivedevelopmenthttps://www.devex.com/news/giz-s-playbook-for-tourism-development-88075?? ,,,,,,,
533,5/1/2016 14:53, The climate changed future - #India's water refugees who live in cattle camps http://www.bbc.com/news/world-asia-india-36147473?? #Paris #SDGs ,,,,,,,
532,5/1/2016 14:56, Data and evidence are crucial to monitoring and meeting the #GlobalGoals of ending poverty. #SDG1 #SDGs #Nigeriapic.twitter.com/DTR1Gct1se ,,,,,,,
531,5/1/2016 14:58, Monitoring social welfare in Africa using mobile phones via @WorldBank http://www.worldbank.org/en/news/video/2016/04/25/in-pictures-monitoring-welfare-in-africa-using-mobile-phones?? #SDGs #endpoverty ,,,,,,,
530,5/1/2016 14:59," @AfAmEducation Huge Exemplary Progress@#ReachHigher,@#FLOTUS@#BetterMakeRoom! HAPPENING! A ROLL ON! #SDGs Working!@#SocialGlobalJusticeNow! """,,,,,,,
529,5/1/2016 15:00, Watch @UNDESA USG Wu Hongbo talk progress & challenges for achieving #SDGs: http://bit.ly/249HicH? #GlobalGoalspic.twitter.com/hKUcyJsiIH ,,,,,,,
528,5/1/2016 15:15," Let us do the work, you only have to sit on it and give it a thought! #sustainability #interiordesign #design #SDGs pic.twitter.com/wzlTMWtRET ",,,,,,,
527,5/1/2016 15:39," #SDGs feedback and review. We need to analyse, influence change & accelerate progress through#evaluation not just track current trajectories ",,,,,,,
526,5/1/2016 15:40, Investing in teachers can transform education & is crucial for the effective delivery of Goal 4 #SDGs a that focuses on equity and learning. ,,,,,,,
525,5/1/2016 15:50, #IfYouMissedIt: CIAT is already hard at work to advance each of the 17 Sustainable Development Goals #SDGs http://goo.gl/kf5l1e? @UN ,,,,,,,
524,5/1/2016 15:58, Five steps to put young people at the heart of development | Carla Kweifio-Okai http://gu.com/p/4tfx7/stw? @TheGlobalGoals #SDGs @voicesofyouth ,,,,,,,
523,5/1/2016 16:12," SUSTAINABLE DEVELOPMENT AGENDA: John Podesta, key US Admin player, helps @UN develop radical new #GlobalAgenda http://www.foxnews.com/world/2014/02/13/john-podesta-key-player-in-administrations-regulation-drive-has-also-helped-un.html?? #SDGs ",,,,,,,
522,5/1/2016 16:13, Discover our Social Network for Social Good http://Horyou.com? which gathers a Global Citizens community in 180 countries #SDGs ,,,,,,,
521,5/1/2016 16:13, Wake up #Canberra The #UN are transferring wealth to themselves with their #SDGs  its #climate #fraud http://un.org.au/2015/06/12/sustainable-development-goals-sdgs/#more-6283?? ,,,,,,,
520,5/1/2016 16:14," Yes, they can! Why businesses should engage in Sustainable Development Goals https://blog.horyou.com/yes-they-can-why-businesses-should-engage-in-sustainable-development-goals/?? #SDGs #UN #Horyou ",,,,,,,
519,5/1/2016 16:17," Its time to unleash the power of data and youth to deliver change"" #YouthActionMapper #SDGs http://bit.ly/21or5eC?pic.twitter.com/0qS8ejDUM5 """,,,,,,,
518,5/1/2016 16:18, We have launched #Spotlight our global social currency to support economic inclusion worldwide https://blog.horyou.com/spotlight-by-horyou-the-first-global-social-currency-for-economic-inclusion/?? #SDGs #FightPoverty ,,,,,,,
517,5/1/2016 16:25, The #GCLeadersSummit 22-23 June in New York will be a dynamic stage to jump-start #biz action on the #SDGs. Details: http://bit.ly/26Cwliw? ,,,,,,,
516,5/1/2016 16:40," Watch We the Citizens for the #globalgoals - #SDGs| Natassa Pentagioti | TEDxPanteionUniversity"" Video at TEDxTalks http://tedxtalks.ted.com/video/We-the-Citizens-for-the-global#.VyaTqXUpGGk.twitter?? """,,,,,,,
515,5/1/2016 17:00," Meet Dr Georges Bwelle, a Champion of access to #Healthcare in rural #Cameroon: http://horyou.com/tv/horyou-tv/ascovime?lang=en?? via HoryouTV  #SDGs #Africa #Horyou ",,,,,,,
514,5/1/2016 17:04, Every minute a child dies of a water-related disease. Safe #water for all can change this. #UN #SDGs #6is1  http://dld.bz/dVcZG? ,,,,,,,
513,5/1/2016 17:04, Every minute a child dies of a water-related disease. Safe #water for all can change this. #UN #SDGs #6is1pic.twitter.com/229FTfLE4p ,,,,,,,
512,5/1/2016 17:04, Clean Water and Sanitation for All by 2030 http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs  ,,,,,,,
511,5/1/2016 17:04, How expensive is it to be a poor http://dld.bz/dVcZE? #Water #guardian #WaterPoverty #MDGs #SDGs  ,,,,,,,
510,5/1/2016 17:11, How can innovative & integrated policy be used to close #SustDev gaps? Follow @UNECOSOC http://bit.ly/1Tho2ik? #SDGs ,,,,,,,
509,5/1/2016 17:13, Tune in 2-4 May for @UNECOSOC event. http://bit.ly/1Tho2ik? Live at http://webtv.un.org? #SDGs #ECOSOC70pic.twitter.com/XLifd3a2lE ,,,,,,,
508,5/1/2016 17:21, @AucklandUni #FalePasifika great venue to hear what @UN #SDGs mean for #NZ & #SouthPacific http://bit.ly/1SWKJOM?pic.twitter.com/YzxgRT9Shd ,,,,,,,
507,5/1/2016 17:37, #3D Printed Prosthetics help impoverished kids w/disabilities walk through school doors into a better future. http://ow.ly/4niUaY? #SDGs ,,,,,,,
506,5/1/2016 17:58, I have joined @Together_2030 a new initiative promoting the implementation of #Agenda203 and #SDGs. You too join us: http://goo.gl/forms/rMaIENW2WD?? ,,,,,,,
