2/1/2016 0:21, The ESDW website is now online! Visit http://www.esdw.eu? to register your activity promoting #SustainableDevelopment #SDGs ,,,,,,,
2/1/2016 0:25," #SouthAsia Speakers Summit on #SDGs, #health and #tobacco a great success - @IPUPresident thanks @TobaccoFreeKids.https://twitter.com/saberhc/status/693973455507599362?? ",,,,,,,
2/1/2016 0:31, RT @gpolicywatch Join @UNECOSOC Youth Forum online & ask questions / comment on #SDGs using #Youth2030 to join conversation ,,,,,,,
2/1/2016 0:34, .@IPUPresident Saber Chowdhury welcomes #SriLanka delegation to #SouthAsia Speakers Summit in #Dhaka. #SDGs #healthhttps://twitter.com/saberhc/status/693970711228973056?? ,,,,,,,
2/1/2016 0:37, Working Groups in progress in TRCSS International Conf on Pathways to Sustainable Urbanisation #JNU #susturb #SDGs pic.twitter.com/Npkj16MMqE ,,,,,,,
2/1/2016 0:38, UN on #SDGs Paper by @unanl is out! http://paper.li/UNANL/1336552654?edition_id=3a2ffb80-c8bf-11e5-9524-0cc47a0d15fd?? Stories via @germanlettieri @wespryor_ @Reg10Castillo ,,,,,,,
2/1/2016 0:42, Youth are crucial in making #2030Agenda a reality! @UNECOSOC Youth Forum 1-2 Feb   #SDGs #Youth2030 #unitednationspic.twitter.com/xN0chSyKAX ,,,,,,,
2/1/2016 0:45, Join us on Wednesday for this free event in #Stockholm! More info at: http://ow.ly/XMuaE? #KAPTalks #water #SDGs pic.twitter.com/8wYW9PwAj9 ,,,,,,,
2/1/2016 0:46, Every minute a child dies of a water-related disease. Safe #water for all can change this. #UN #SDGs #6is1  http://dld.bz/dVcZG? ,,,,,,,
2/1/2016 0:46, Clean Water and Sanitation for All by 2030 http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs #4H2O  ,,,,,,,
2/1/2016 0:46, How expensive is it to be a poor http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs #4H2O  ,,,,,,,
2/1/2016 0:46, What are some of the ways we can advocate for the inclusion of #LGBT in the implementation of #SDGs? Read more http://bit.ly/1KRqsks? ,,,,,,,
2/1/2016 0:48," estherkunda: RT RwandaMFA: The continental centre on sustainable development goal will be headquartered in Kigali, #Rwanda. #SDGs #Africa ",,,,,,,
2/1/2016 0:50, #SouthAsia Speakers Summit with #Bangladesh parliament & @TobaccoFreeKids agrees roadmap on #SDGs #health #tobacco.pic.twitter.com/CU8x0kKvAc ,,,,,,,
2/1/2016 0:52, seeking nominations for Red Ribbon Award!!  outstanding community based orgs working on #HIV & #SDGs. see: http://redribbonaward.org/index.php?option=com_content&view=frontpage&Itemid=1&lang=en#.Vq8bZjZumUm?? ,,,,,,,
2/1/2016 0:54, Seven ideas on how to finance the #SDGs! http://theguardian.com/global-development-professionals-network/2016/jan/26/eight-ideas-how-fund-sdgs-sustainable-development?? ? @UNCTAD @oxfamgb @RockefellerFdn @romilly_odipic.twitter.com/DTQzDcsUOG ,,,,,,,
2/1/2016 0:56, The #EU Global Strategy: putting #sustainable development at the heart of EU external action https://lnkd.in/eH6zxW6? #SDGs #SustDev ,,,,,,,
2/1/2016 1:01, Looking forward to the 3rd #PRME Chapter Meeting Iberian starting today at @UPorto Business School! Stay tuned for more info! #bschool #SDGs ,,,,,,,
2/1/2016 1:03, thanks for the add @HelenDRos ! let's help make the #SDGs deliver on #womensrights & #SRHR! ,,,,,,,
2/1/2016 1:03," ruzibukira: RT RwandaMFA: The continental centre on sustainable development goal will be headquartered in Kigali, #Rwanda. #SDGs #Africa ",,,,,,,
2/1/2016 1:04, This is devastating! Do u knw wht grade this classroom is? #quality #education we desperately need in #Nigeria #SDGs https://twitter.com/oandofoundation/status/691574525113319424?? ,,,,,,,
2/1/2016 1:05, This week we feature MDP: topics will cover #genderequity #SDGs #DiplomaticTraining and Tools... stay tuned!pic.twitter.com/um9FciTNf2 ,,,,,,,
2/1/2016 1:05, The clock is already ticking on the #SDGs. Join @ODIdev to discuss how we can hope to achieve the #GlobalGoals: http://ow.ly/WKEqA? ,,,,,,,
2/1/2016 1:06, #PCD will be essential in EU development policy to reach the #SDGs http://bit.ly/20hNvBw? @ECDPM @Platforma4Dev @CharlesGoerens @Pfiorilli1 ,,,,,,,
2/1/2016 1:13, dev_progress: RT resultsuk: Can the #SDGs be achieved by 2030? devpolicy http://bit.ly/1Nv7WhQ? #GlobalGoals #agenda2030 ,,,,,,,
2/1/2016 1:16," Last Sept the @UN General Assembly, youth from 193 countries witnessed #SDGs adoption: http://bit.ly/1KO5GBZ? #Youth2030 @UNYouthEnvoy ",,,,,,,
2/1/2016 1:17, Innovating for Good #Google Hangout - tune in and find out more on the #SDGs and their impact ....  https://twitter.com/UNOCHA/status/693153339190697984?? ,,,,,,,
2/1/2016 1:28, #PRME Iberian Chapter meets in Porto to talk about challenging future w/ #SDGs @FlorLibrizzi @_jdsilva @Isabelgarropic.twitter.com/2J8gSZONcV ,,,,,,,
2/1/2016 1:30, Watch our new video on #Agenda2030 featuring 17 MEPs! http://ow.ly/XGvBZ? #SDGs ,,,,,,,
2/1/2016 1:30, Equal rights begin in the home: household mentoring in #Uganda http://ow.ly/XLiSn? #GlobalGoals #EmpowerWomen #sdgs #gender ,,,,,,,
2/1/2016 1:31, IFADnews: Equal rights begin in the home: household mentoring in #Uganda http://ow.ly/XLiSn? #GlobalGoals #EmpowerWomen #sdgs #gender ,,,,,,,
2/1/2016 1:35," How to finance the #SDGs: focus on domestic resources, says Nick Bryer @oxfamgbhttp://gu.com/p/4g62k/stw? ",,,,,,,
2/1/2016 1:35," How How does #Food and #Nutrition Security connect with #Water, #Sanitation, and #Hygiene? http://bit.ly/1OZSVIN? #SDGs ",,,,,,,
2/1/2016 1:41," Today is our first #UNcitytalk in Antwerp. Why are #SDGs important for authorities, organisations and companies? http://buff.ly/1SmqtFe? ",,,,,,,
2/1/2016 1:42, @GuardianGDP @oxfamgb This is what missing -an emphasis on domestic resource to finance #SDGs - from the #SDGs aid discourse. ,,,,,,,
2/1/2016 1:44," GuardianGDP: How to finance the #SDGs: focus on domestic resources, says Nick Bryer oxfamgb http://gu.com/p/4g62k/stw? ",,,,,,,
2/1/2016 1:45, RT IFADnews: Equal rights begin in the home: household mentoring in #Uganda http://ow.ly/XLiSn? #GlobalGoals #EmpowerWomen #sdgs #gend? ,,,,,,,
2/1/2016 1:47, #QualityEducation is the 4th goal of the 17 #GlobalGoals that make up the 2030 Agenda for Sustainable Development #Goal4 #SDGsNigeria #SDGs ,,,,,,,
2/1/2016 1:49, Delivering on the #SDGs Will Require a System Reboot http://www.huffingtonpost.com/jules-peck/delivering-on-the-sdgs-wi_b_9096458.html?? via @HuffPostImpact ,,,,,,,
2/1/2016 1:52," Go, go, go! #SDGs #GlobalGoals @GUNi_nethttps://twitter.com/AccionODS/status/686895384933826560?? ",,,,,,,
2/1/2016 1:59, @FastForClimate just another 1st or the 1st of Spring in the 1st year of #SDGs and #Cop21 ,,,,,,,
2/1/2016 2:00, What are you doing to make #SDGs a reality? Be a virtual participant & share your story using #Youth2030!pic.twitter.com/x1YeIDouKg ,,,,,,,
2/1/2016 2:04, ESDW 2016 website now online! #active #SDGs #Europehttps://twitter.com/EuropeanSDWeek/status/694073146601795584?? ,,,,,,,
2/1/2016 2:09, #ParisAgreement & #SDGs provided solid foundations for #union action for a just transition to a low carbon economyhttps://twitter.com/ilo/status/692665433686724608?? ,,,,,,,
2/1/2016 2:14," An impressive contemporary classic book indeed: The Sixth Extinction, An Unnatural History - http://bit.ly/1PsFbba? #Sustainability #SDGs ",,,,,,,
2/1/2016 2:16," The #SDGs went into effect 01/01/2016: For this week, we will focus on Goal4: Quality Education #SDGsNigeria ",,,,,,,
2/1/2016 2:18, @A4ARise @ONEinAfrica @ZeroHunger @FAOnews @SdgsHouse Kindly read my interview on Goal1 & 2 of the #SDGs by the Govt http://tinyurl.com/z3n9jve? ,,,,,,,
2/1/2016 2:18, @A4ARise @ONEinAfrica @ZeroHunger @FAOnews @SdgsHouse Kindly read my interview on Goal1 & 2 of the #SDGs by the Govt http://tinyurl.com/z3n9jve? ,,,,,,,
2/1/2016 2:20, @ToyinO1 @SDGsSaturday @SDGsACT @SDGsClimate @sdgsnigeria Kindly read my interview on Goal1&2 of the #SDGs by d Govt http://tinyurl.com/z3n9jve? ,,,,,,,
2/1/2016 2:20, @ToyinO1 @SDGsSaturday @SDGsACT @SDGsClimate @sdgsnigeria Kindly read my interview on Goal1&2 of the #SDGs by d Govt http://tinyurl.com/z3n9jve? ,,,,,,,
2/1/2016 2:30, @chimeasonye @kat_atchley @SimoneMuffolini @DFIDNigeria Kindly read my interview on Goal1&2 of the #SDGs by d Govt http://tinyurl.com/z3n9jve? ,,,,,,,
2/1/2016 2:30, @chimeasonye @kat_atchley @SimoneMuffolini @DFIDNigeria Kindly read my interview on Goal1&2 of the #SDGs by d Govt http://tinyurl.com/z3n9jve? ,,,,,,,
2/1/2016 2:32, 3 minutes reading to balance real commitment with #SDGs in companies @NereaPlazaM you don?t have to be an ngohttp://www.aqualogy.net/blog/en/you-dont-have-to-be-an-ngo/?? ,,,,,,,
2/1/2016 2:33, Attn: #sm4sg folks! Lots happening w/ #digital and #intdev. Time to link your outcomes & help accelerate the #SDGs! https://twitter.com/ICT4DatUNCTAD/status/694103650776514564?? ,,,,,,,
2/1/2016 2:45, Great new briefing from @stonewall on how to ensure #lgbt people aren't left behind in intl development #SDGs http://buff.ly/1UClrSv? ,,,,,,,
2/1/2016 2:46, Portuguese companies discussing their plans  for the #SDGs in the #PRME Iberian Chapter meeting @globalcompactpic.twitter.com/OwAcQ02VKK ,,,,,,,
2/1/2016 2:48, What are the top global risks to doing #business? http://wef.ch/1QL5MRM? #risks2016 @WEF #SDGs pic.twitter.com/blwb205TjV ,,,,,,,
2/1/2016 2:52, Share your weekly happenings and progress on the #SDGs every Saturday using the hashtag #SDGsSaturday ,,,,,,,
2/1/2016 2:55, Seven ideas on how to finance the #SDGs - via @GuardianGDP http://ln.is/www.theguardian.com/qjs0a?? #sustainability ,,,,,,,
2/1/2016 2:57, We are pleased to announce a new event on #Education and the #SDGs which will take place April 26th-27th. http://www.ramphalinstitute.org/education-and-sustainable-development-goals-in-the-commonwealth-and-beyond.html?? ,,,,,,,
2/1/2016 2:58, The lowcost innovation taming #water diseases.Addressing access to clean water as one of the #SDGs. #HappyNewMonthpic.twitter.com/4bNymYe960 ,,,,,,,
2/1/2016 2:59, Massimo Livi Bacci in N-IUSSP on the need for prioritization + population perspectives w/i the 2030 Agenda & #SDGs http://www.niussp.org/2016/01/04/the-united-nations-agenda-for-sustainable-developmentlagenda-des-nations-unies-pour-le-developpement-durable/?? ,,,,,,,
2/1/2016 3:00, How to finance #SDGs? Recognize the importance of the private sector! #act4health http://gu.com/p/4g62k/stw?pic.twitter.com/bnw9z7mmhz ,,,,,,,
2/1/2016 3:00, How have #SDGs changed the role of humanitarian innovation? Join our #Innov4Good chat on Feb 4 to find out: http://ow.ly/XMvAo? ,,,,,,,
2/1/2016 3:01, Access to an education of good quality was the right of every child. #Goal4 #SDGs #SDGsEducation ,,,,,,,
2/1/2016 3:07, 1st in new @annmei @HuffPostImpact series: top Silicon Valley lessons to help achieve #SDGs : http://huff.to/1PjATTi? @GlobalDevLab ,,,,,,,
2/1/2016 3:07, #SDGs a key foundation for a healthy banking system @ca_howarth @MeteosFutures @LeadersQuest ,,,,,,,
2/1/2016 3:15, We print money to bail out banks. Why can?t we do it to solve climate change? http://gu.com/p/4fmdy/stw? #climatefinance #GCFund #SDGs ,,,,,,,
2/1/2016 3:23, Girls must know their rights in order to demand them. Make a commitment to tell one girl about Goal5 of #SDGs today #GlobalGoals #Nigeria ,,,,,,,
2/1/2016 3:30, Andrew Bailey & Lord Blackwell don't fully answer my Q on whether bank lending to #SMEs shld consider sustainability of biz models #SDGs ,,,,,,,
2/1/2016 3:34, Delivering on the #SDGs Will Require a System #Reboot #Goal14 - http://goo.gl/alerts/Us62s? #GoogleAlerts ,,,,,,,
2/1/2016 3:39," #Youth2030, @UN4Youth don't miss Pakistani Youth's voice in the global conversation on climate change and #SDGs http://ow.ly/XMUy0? ",,,,,,,
2/1/2016 3:43, Alaka Basu in N-@IUSSP notes the recent trend towards quantification of #SDGs interconnections to guide devt agenda http://www.niussp.org/2016/02/01/merry-go-round-uns-sustainable-development-goalsle-tourbillon-autour-les-objectifs-de-developpement-durable-des-nations-unies/?? ,,,,,,,
2/1/2016 3:51, Explore new models for inclusive business with Mark Ingram at #RBFJakarta @b4md #SDGs http://bit.ly/RBFJakarta16?pic.twitter.com/f1WpAwusQp ,,,,,,,
2/1/2016 3:55, @thegreenvilla #UNOAU #UNECA #AUC #DohaRound represents one of the most #UN valuable tools to meet #SDGs / #GlobalGoals #DesertIsLandDiscs ,,,,,,,
2/1/2016 3:57, ==> Be a virtual participant & join @UNECOSOC #Youth Forum. Ask ? on #SDGs using #Youth2030 pic.twitter.com/lp7juXWx5C v @UN4Youth #Africa ,,,,,,,
2/1/2016 3:58," @UNANL:@UN on #SDGs Paper by @unanl is out! http://paper.li/UNANL/1336552654?edition_id=3a2ffb80-c8bf-11e5-9524-0cc47a0d15fd?? ? Stories via @germanlettieri @wespryor_ @Reg10Castillo"" """,,,,,,,
2/1/2016 4:02, @UNDESA:What r u doing2make #SDGs a reality?Be a virtual participant&share ur story using #Youth2030!pic.twitter.com/EV135KFaGU v @UNVolunteers ,,,,,,,
2/1/2016 4:05," On 25 Sept 2015, youth from 193 countries witnessed #SDGs adoption. Hear what they said: http://bit.ly/1KO5GBZ? #Youth2030 via @UNDESA ",,,,,,,
2/1/2016 4:07, #Youth2030:Ahead of @UNECOSOC Youth Forum-learn all abt t #SDGs here:http://bit.ly/1ndFD23? #GlobalGoals pic.twitter.com/EtHwvqtr5u v @UNDESA ,,,,,,,
2/1/2016 4:07, #SDGs contain plenty references to importance of private sector. Pivotal role in development framework http://bit.ly/1NOtLJI? #PlatformOiO ,,,,,,,
2/1/2016 4:07, RT@UNDESA:No #SustDev w/out youth development! Youth action for #SDGs at heart of @UNECOSOC forum http://bit.ly/youth2030? #Youth2030 ,,,,,,,
2/1/2016 4:09, #SDGs resources round-up: http://deliver2030.org/?p=6712? #GlobalGoals #agenda2030 ,,,,,,,
2/1/2016 4:11, Register now for @EuropeanSDWeek! Add local event & show your contribution to  #SDGs http://www.esdw.eu? @ICLEI_Europe #sustainability ,,,,,,,
2/1/2016 4:12," VIDEO: Youth voices will today once again echo in @UNECOSOC chambers, this time discussing #SDGs action: http://bit.ly/SDGaction? #Youth2030 ",,,,,,,
2/1/2016 4:15," April 26-27th the RI and affiliates will hold a symposium on #Education, #SDGs, & #globaldev. .@eduint .@NUTonline http://www.ramphalinstitute.org/education-and-sustainable-development-goals-in-the-commonwealth-and-beyond.html?? ",,,,,,,
2/1/2016 4:21, The #SDGs campaign has started ! http://fb.me/4uOfH98Zb? ,,,,,,,
2/1/2016 4:23, 11 days until #WesMUN - celebrating cities of the future with #goal11 on the day @WSchoolHE has a careers session about architecture.  #SDGs ,,,,,,,
2/1/2016 4:29, Great! 2nd @EuropeanSDWeek has been announced! This year it will focus on #SDGs @ESDN_network @EEAC_Network @catsostenible @cristinagallach ,,,,,,,
2/1/2016 4:30, Clean Water and Sanitation for All by 2030 http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs #4H2O  | @waterblogs ,,,,,,,
2/1/2016 4:33, Supporting #goal11 - sustainable cities and communities.  #SDGs #WesMUN @TheGlobalGoalspic.twitter.com/N2RE5HPO63 ,,,,,,,
2/1/2016 4:35, Good Morning NYC! #midtown #sunrise #nycmonday #youth2030 #SDGs? https://www.instagram.com/p/BBPm0E_IUQ6GkJnMKqv3i1vv95tx_L2CjfUxBM0/?? ,,,,,,,
2/1/2016 4:37," A great, great initiative: the #SDGs Alliance in Portugal. @globalcompact #PRMEpic.twitter.com/QEbTVvbmfp ",,,,,,,
2/1/2016 4:39, Today #ECOSOCYouthForum at the UN HQ. Youth voice + #SDGs #Youth2030 ,,,,,,,
2/1/2016 4:40, South Asian Speakers? Summit on Achieving the #Sustainable #Development Goals held in Dhaka http://ow.ly/XM8e5? #SDGs ,,,,,,,
2/1/2016 4:41, Launch of Global Initiative on Decent Jobs for Youth at 10amEST w/ #UNFAO & @ilo at @UNECOSOC #Youth2030 #SDGs https://twitter.com/UNECOSOC/status/694011536797491201?? ,,,,,,,
2/1/2016 4:42, Millennium Kid Rebekah at @UNECOSOC #Youth2030 Forum NYC TODAY on implementing #SDGs @mclaudebibeau @JustinTrudeau @PeterSchiefke #cdnpoli ,,,,,,,
2/1/2016 4:43," Don't stay idle, Poverty knows no tribe/religion #SDGs No1: No Poverty #17Days17Goals @fatma_samoura @GlobalGoalsUNpic.twitter.com/X1WUlgM19Z ",,,,,,,
2/1/2016 4:44," UNDP: RT Youth4SDG: Be a virtual participant of ECOSOC Youth Forum. Share views & actions on #SDGs, use #Youth2030?pic.twitter.com/hGApe7k5Ji ",,,,,,,
2/1/2016 4:46, How are you promoting sustainable development? Join @EuropeanSDWeek with your initiative & contribute to the #SDGs pic.twitter.com/LjiykuArCX ,,,,,,,
2/1/2016 4:46," That is why we encourage entrepreneurship as solution to this problem, #WeAreRestless #SDGs @lambokile @Osckimpic.twitter.com/DKTehHpNXH ",,,,,,,
2/1/2016 4:49," Month 2, Day 1 of @UNICLagos #17Days17Goals campaign. @GlobalGoalsUN #SDGs 1: No Poverty. What causes poverty? @fatma_samoura ",,,,,,,
2/1/2016 4:50, Call for increased financing to achieve #SDGs and conserve #biodiversity http://brook.gs/1Kl74l7? @SDGoals @SustDevpic.twitter.com/adcSlFKwoT ,,,,,,,
2/1/2016 4:52," It is an imp first step to define decent work"" before we can work to implement #Goal8 #SDGs. Defintion will vary from country to country """,,,,,,,
2/1/2016 4:53, What steps should HM Treasury take to include UN #SDGs in future budgetary cycles? Tell us your views: http://www.parliament.uk/business/committees/committees-a-z/commons-select/environmental-audit-committee/inquiries/parliament-2015/sustainability-hm-treasury-inquiry-15-16/?? ,,,,,,,
2/1/2016 4:55, New @TheLancet article indicates global  breastfeeding increase could prevent 800000 child deaths http://gu.com/p/4g87p/stw? #sdgs #globaldev ,,,,,,,
2/1/2016 4:55," Sustainable Development Goals  badges, map your research in RIO http://blog.riojournal.com/2015/10/01/rio-will-emphasise-the-social-impact-of-research/?? #LinksSDGs #SDGs @SustDevpic.twitter.com/N4waicbYUO ",,,,,,,
2/1/2016 5:00," Hello , I am #UN volunteer. Check my story http://worldsmilearchive.com/? #Youth2030 #SDGs http://www.jayshaz.com?pic.twitter.com/kDB6HUooxl ",,,,,,,
2/1/2016 5:00, .@GlobalSourcing launched 17/17 initiative to highlight @UN 's #SDGs 4 businesses >> http://bit.ly/1QBx62U?pic.twitter.com/Cc5aeMj3zH ,,,,,,,
2/1/2016 5:00, The Global Goals and All the Ways to Communicate Them http://supranationaldemocracy.net/2015/09/26/the-global-goals-and-all-the-ways-to-communicate-them?? ?  #SDGs #UN ,,,,,,,
2/1/2016 5:04, The @UN declares 2017 as the International year of #sustainabletourism for development @UNWTO #SDGs https://twitter.com/SamuelPoos/status/694071806764806144?? ,,,,,,,
2/1/2016 5:04, What are you doing to make #SDGs a reality? Be a virtual participant by using #Youth2030 http://bit.ly/youth2030?pic.twitter.com/zQiHiKGf5e ,,,,,,,
2/1/2016 5:04," @Youth4SDG:What r u doing2mk #SDGs a reality?Be a virtual participant by using #Youth2030 http://bit.ly/youth2030? pic.twitter.com/8I71i8M7ih"" """,,,,,,,
2/1/2016 5:06, Get your applications in for @The_ACU #Commonwealth summer school on the #SDGs in #Rwanda! http://buzz.mw/bawbn_f?pic.twitter.com/au7yYZeHEx ,,,,,,,
2/1/2016 5:11, How have #SDGs changed the role of humanitarian innovation? Upcoming talk w @UNHCRInnovation @OCHAPolicy http://trib.al/8JChTqo? #Innov4Good ,,,,,,,
2/1/2016 5:14," Young people are the power of transformation."" (Ban Ki-moon) Involvement of #youth is crucial for  successful #SDGs. #Youth2030 @Youth4SDG """,,,,,,,
2/1/2016 5:14," Young people are the power of transformation."" (Ban Ki-moon) Involvement of #youth is crucial for  successful #SDGs. #Youth2030 @Youth4SDG """,,,,,,,
2/1/2016 5:18," #SDGs, the biggest challenge ahead? So says the #UN special adviser on SDGspic.twitter.com/DOedMJ3UXJ ",,,,,,,
2/1/2016 5:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs ,,,,,,,
2/1/2016 5:21, RT ComSecYouth: Get your applications in for The_ACU #Commonwealth summer school on the #SDGs in #Rwanda! ? http://ift.tt/1Osa7GH? ,,,,,,,
2/1/2016 5:21," A conversation with Daniel who says 'Thank you, Thank you' http://redbodacomms.blogspot.com/2016/01/daniel.html?spref=tw?? #SDGs #GlobalGoals #Tanzania ",,,,,,,
2/1/2016 5:21, I hope @PeterSchiefke is considering how to bring young voices to Canada's #SDGs table. ,,,,,,,
2/1/2016 5:24, #SDGs @JPMorgan_UK  Private Bank appoints head of #Equities EMEA http://sco.lt/5bOxCj? ,,,,,,,
2/1/2016 5:24, RT @ZeroHunger: #ZeroHunger is at the heart of the #SDGs! We cannot achieve the #2030Agenda w/o ending world hunger!pic.twitter.com/yp4AKmZIqA ,,,,,,,
2/1/2016 5:25," Interested in how #PrivateSector meets #SDGs?Join GCNC, .@CanadaDev & .@CanadaTrade 2find out. View the LIVE webcast http://bit.ly/JyWFvE? ",,,,,,,
2/1/2016 5:26, #AskBan: How can the ambitious #SDGs be translated into excitement & momentum on the ground? Critical to address #socialnorms on #gender. ,,,,,,,
2/1/2016 5:27, Are you ready? @UNECOSOC #Youth Forum starts TODAY! http://bit.ly/youth2030? #Youth2030 #SDGs #globalgoals @Youth4SDGpic.twitter.com/7hsuAdn0FV ,,,,,,,
2/1/2016 5:28, A clear overview of how the #SDGs accountability mechanism is so weak  http://www.hhrjournal.org/2016/01/promising-the-world-accountability-and-the-sdgs/?? @Mskaydee ,,,,,,,
2/1/2016 5:30, Today is #ECOSOC #youth forum! To join on line conversation on #SDGs use #youth2030 @UNECOSOC @UNYouthEnvoy @SustDevpic.twitter.com/KfrV30zvTs ,,,,,,,
2/1/2016 5:32, Noble initiative by @ilo youth potential to meet #SDGs #GlobalGoals #Youth2030 @UN4Youthhttps://twitter.com/GlobalGoalsUN/status/693916435114958848?? ,,,,,,,
2/1/2016 5:33, UNSG appoints10-Member Group to support Technology Facilitation Mechanism @MPB_WBCSD @DrHayatSindi @ODID_QEH @IIASAVienna @TWASnews #SDGs ,,,,,,,
2/1/2016 5:36, #SDGs @Schroders bolsters convertible #bond team http://sco.lt/6MsMi1? ,,,,,,,
2/1/2016 5:37," How does religion contribute to sustainable development, peace and the achievement of the #SDGs? http://ow.ly/XMPVc? ",,,,,,,
2/1/2016 5:40, .@TeckResources weighs in on #SDGs on tmrw's .@GlobalCompactCA panel - Register now! http://ow.ly/XEDct? ,,,,,,,
2/1/2016 5:41, This could be useful in our #battle against #jargon WEEE? UNSSSS? #SDGs? New #app unscrambles jumble of U.N. jargon http://disq.us/9578d4? ,,,,,,,
2/1/2016 5:42, #Mining and #SDGs: @UNSDSN @CCSI_COLUMBIA consult on mining contributions to Sustainable Development Goals http://buff.ly/1P70oUg? @ewb_msv ,,,,,,,
2/1/2016 5:45, Tomorrow: Learn about how #opendata from @MCCgov can creatively promote #internationaldevelopment #sdgs - http://opengovhub.org/events/1/2016/open-data-big-impact?? ,,,,,,,
2/1/2016 5:48, PeterMeincke1: RT ComSecYouth: Get your applications in for The_ACU #Commonwealth summer school on the #SDGs in #R?pic.twitter.com/GujpB2FzGp ,,,,,,,
2/1/2016 5:53, #SDGs have technical side & #Indicators have 2be designed! They have also a citizenship side http://www.atdireland.ie/wp/globalgoals/?https://twitter.com/UN_PGA/status/693188544538370048?? ,,,,,,,
2/1/2016 5:54, Why #energy is a priority in sustainable development - @SciDevNet http://www.scidev.net/asia-pacific/energy/news/why-energy-is-a-priority-in-sustainable-development.html?? #SDGs #SustDevpic.twitter.com/JpQDSHM9J9 ,,,,,,,
2/1/2016 5:56, UN Guiding Principles on Poverty & #HumanRights are a #Ready2Use #Rights framework for #SDGs http://www.atdireland.ie/wp/handbook/?https://twitter.com/irishmissionun/status/693883436998721536?? ,,,,,,,
2/1/2016 5:59," How To Reach #SDGs As Noose Tightens Around ISIS In #Iraq , Civilians Flee #Hunger And Cold http://ow.ly/3yYVo6?pic.twitter.com/De8B2fSQJR ",,,,,,,
2/1/2016 6:00, Today: @UNECOSOC Youth Forum. What are you doing to make #SDGs a reality? Share your story by using #Youth2030pic.twitter.com/oXNAcE1jOw ,,,,,,,
2/1/2016 6:00, #SDGs 5. The savings made by moving to LPG means that Asha is sending her daughter to uni http://goo.gl/TD2a4R?pic.twitter.com/tgbsgMsaim ,,,,,,,
2/1/2016 6:00," .@UNECOSOC Youth Forum video: Dear world, this message is for you: http://bit.ly/SDGaction? #Youth2030 #SDGs #GlobalGoals ",,,,,,,
2/1/2016 6:01, No poverty = Access to services such as health & education #SDGs #Agenda2030 watch the video: http://ow.ly/XusDr? @LindaMcAvanMEP ,,,,,,,
2/1/2016 6:01," What are the Sustainable Development Goals, anyway? http://ow.ly/WX96i? #SDGs #SDG4pic.twitter.com/VlEh3UBJyo ",,,,,,,
2/1/2016 6:16, Thinking hard about the #SDGs and how to give implementation a boost. All input welcome.  http://17goals.org?https://twitter.com/TaigaCompany/status/694161831053512704?? ,,,,,,,
