2325,11/1/2016 2:20," PAGE partner country #Senegal is scaling up #solar capacity, creating #greenjobs & #cleanenergy.  #GlobalGoals #SDGs https://goo.gl/cISLdr?pic.twitter.com/fLxV7jjM1g ",,,,
2324,11/1/2016 2:22, #SDGs #GlobalGoal16 #Goal16 #????16 #?????????????  New #documentary #BeforeTheFlood - a global tour of how #climatechange #mustsee https://twitter.com/NatGeoChannel/status/792712688732213248?? ,,,,
2323,11/1/2016 2:25, We work tirelessly with the Youth & Women in Informal settlement under #SheCAN #gender programs. Join us! http://www.africayouthtrust.org? #SDGs ,,,,
2322,11/1/2016 2:26, Participation of Iran in liberation of Mosul is wrong @MartinChungong @IPUPresident #IPU135 #Agenda2030 #SDGs #Zeidpic.twitter.com/5kKgTR1pMj ,,,,
2321,11/1/2016 2:27, The Iranian Regime is D father of ISIS #Mosul #???? #Iraq #Iran #???? #????? #IPU135 #SDGs #parliament #UNHRCpic.twitter.com/MOLLOfZwZc ,,,,
2320,11/1/2016 2:28, #GGSD2016 Mr. Kumar Subburaj speech: turning waste into wealth while reducing environmental impact #SDGs #SouthSouthCooperation @ITCnewspic.twitter.com/Qzh6804fTg ,,,,
2319,11/1/2016 2:33, Participation of Iran in liberation of Mosul is wrong @MartinChungong @IPUPresident #IPU135 #Agenda2030 #SDGs #Zeidpic.twitter.com/nuqBD0iwPf ,,,,
2318,11/1/2016 2:34, What do the #SDGs mean on the ground to business & governments? SDG Selector launched by PwC http://pwc.to/2eIKAj8? #sdgselector #SDGHubpic.twitter.com/dL8xWSBvIM ,,,,
2317,11/1/2016 2:34, The Iranian Regime is D father of ISIS #Mosul #???? #Iraq #Iran #???? #????? #IPU135 #SDGs #parliament #UNHRCpic.twitter.com/yaRIv78JhJ ,,,,
2316,11/1/2016 2:37, The role of IP in realizing the SDGs is undeniable! #SDGs #IP ,,,,
2315,11/1/2016 2:38, SolPol has been focusing on the potential to link solar and plastics technologies http://investinaustria.at/en/news/2016/10/energy-transition.php?? cc #COP22 #SDGs @EnerPrism @COP22https://twitter.com/InvestAustria/status/793121551835095040?? ,,,,
2314,11/1/2016 2:40, Participation of Iran in liberation of Mosul is wrong @MartinChungong @IPUPresident #IPU135 #Agenda2030 #SDGs #Zeidpic.twitter.com/m9FrY1rZbx ,,,,
2313,11/1/2016 2:40, Implementing #SDGs - 12 ways environment and development sectors can collaborate https://www.theguardian.com/global-development-professionals-network/2016/oct/31/12-ways-environment-development-sectors-work-together-sdgs?CMP=share_btn_tw?? #Sustainability #SystemsThinking ,,,,
2312,11/1/2016 2:41, The Iranian Regime is D father of ISIS #Mosul #???? #Iraq #Iran #???? #????? #IPU135 #SDGs #parliament #UNHRCpic.twitter.com/yNOgmzHN0K ,,,,
2311,11/1/2016 2:46, Will innovation be crucial to achieving the #SDGs? Event in Cambridge on 9 Nov @globalcompact @globalcompactUK https://www.unglobalcompact.org/take-action/events/1001-2016-lead-symposium-breakthrough-innovation-for-the-sdgs?? ,,,,
2310,11/1/2016 2:49, We work in partnership with Community Organizations like KOMESI Women's Network implementing community led solutions towards #SDGs. #endFGMpic.twitter.com/dKLZXt20UC ,,,,
2309,11/1/2016 2:50, 12 ways that the environment and development sectors can collaborate to meet the #SDGs @KatherinePurvis @GuardianGDPhttps://www.theguardian.com/global-development-professionals-network/2016/oct/31/12-ways-environment-development-sectors-work-together-sdgs?CMP=share_btn_tw?? ,,,,
2308,11/1/2016 2:53, Participation of Iran in liberation of Mosul is wrong @MartinChungong @IPUPresident #IPU135 #Agenda2030 #SDGs #Zeidpic.twitter.com/Jqholzplo5 ,,,,
2307,11/1/2016 2:53, The Iranian Regime is D father of ISIS #Mosul #???? #Iraq #Iran #???? #????? #IPU135 #SDGs #parliament #UNHRCpic.twitter.com/q0Qv1wvrUy ,,,,
2306,11/1/2016 3:00, Achieving the #SDGs depends on whether women like Melody have the means to prevent or delay pregnancy: http://unfpa.org/fpcrisis? #FPCrisispic.twitter.com/wzXhOSDpTr ,,,,
2305,11/1/2016 3:01, My answer to What are the best websites or tools for a student majoring in Sustainable Development? #SDGs http://ln.is/www.quora.com/What-a/wSvPi?? ,,,,
2304,11/1/2016 3:02, 10 Frontier Techs for Development to drive to #SDGs  - new from @IDS_UK @timberners_lee @benramalingam @DFID_UKhttp://bit.ly/2fq3DQS? ,,,,
2303,11/1/2016 3:03, Research on community-based #healthworkers is needed to achieve #SDGs. Dermot Maher & Giorgio Cometto @WHO Bulletinhttp://www.who.int/entity/bulletin/volumes/94/11/16-185918/en/index.html?? ,,,,
2302,11/1/2016 3:13, Why older people are integral to delivering the #SDGs @DFID_Inclusive #leavenoonebehind @CommonsIDChttp://www.bbc.co.uk/news/world-asia-india-37799425?? ,,,,
2301,11/1/2016 3:15," Digitalisation offers the means for us to build smarter, more sustainable cities http://huff.to/2f8Uyaa? #SDGs #smartcities #digital ",,,,
2300,11/1/2016 3:18," ImpakterMag: The International Criminal Court vs Political Reality""  http://buff.ly/2fp5aGS? #sdgs #law pic.twitter.com/FNBU1lzd7u """,,,,
2299,11/1/2016 3:18, Kicking off @impact2030 London Leadership Forum hosted by @gatesfoundation! #leadershipforum #SDGs #worldchangers @RealizedWorthpic.twitter.com/MDlrgNZpX8 ,,,,
2298,11/1/2016 3:19," ImpakterMag: The International Criminal Court vs Political Reality""  http://buff.ly/2fp5aGS? #sdgs #law pic.twitter.com/FdmwejsoFT """,,,,
2297,11/1/2016 3:21," ImpakterMag: The International Criminal Court vs Political Reality""  http://buff.ly/2fp5aGS? #sdgs #law pic.twitter.com/2tkcCo9uCA """,,,,
2296,11/1/2016 3:21," I recently saw the biggest fish ever- and more importantly, found the boss of the fish market. Meet Mrs. Wan. #SDGs http://bit.ly/2fcEOCW?pic.twitter.com/JBdzgWIXCT ",,,,
2295,11/1/2016 3:22," ImpakterMag: The International Criminal Court vs Political Reality""  http://buff.ly/2fp5aGS? #sdgs #lawpic.twitter.com/UFR35ajJu7 """,,,,
2294,11/1/2016 3:23, 12 ways #environment and development sectors can collaborate to meet the #SDGs https://www.theguardian.com/global-development-professionals-network/2016/oct/31/12-ways-environment-development-sectors-work-together-sdgs?? ,,,,
2293,11/1/2016 3:25," #SDGs 8: PROMOTE SUSTAINED, INCLUSIVE AND SUSTAINABLE ECONOMIC GROWTH... / Find targets & indicators @UNArmenia http://ow.ly/QmKt305vTjI? ",,,,
2292,11/1/2016 3:26, Read on our #linkedin page @MCcharveriat editorial on #SDGs and ideas on their #implementation in #Europe http://bit.ly/2eLGFjn?pic.twitter.com/ZRm9qYWC7J ,,,,
2291,11/1/2016 3:29," #LSTM Seminar Series; Wednesday, 2 Nov - 1PM; Prof. D. Molyneux: '#NTDs, from a concept to the #SDGs' Live stream: http://bit.ly/LSTM-Sem-DM?pic.twitter.com/SYA27SIpyH ",,,,
2290,11/1/2016 3:30," National Statistics, #SDGs Plans in Focus for Regional Commissions http://sdg.iisd.org/news/national-statistics-sdg-plans-in-focus-for-regional-commissions/?? ",,,,
2289,11/1/2016 3:30, 12 ways environment and development sectors can collaborate to meet the #SDGs https://gu.com/p/5a6aj/stw? ,,,,
2288,11/1/2016 3:31, Our briefing note on the Africa Regional Dialogue calls for #SDGs implementation plans to leverage regional space: http://www.developmentprogress.org/publication/breifing-note-africa-regional-dialogue??https://twitter.com/dev_progress/status/793399695813046272?? ,,,,
2287,11/1/2016 3:33," You don?t need to develop #hightech to deliver #SDGs. Sometimes, #innovation is based on older-fashioned tech. http://www.forbes.com/sites/geristengel/2016/10/26/how-innovating-with-older-fashioned-technology-does-good/#409aa3da3a3c?? ",,,,
2286,11/1/2016 3:33, 'we have a stars aligning moment' @AliceAlbright on #SDGs and shift to #SDG4 from #MDGs. We must ensure we take advantage for #globaldev ,,,,
2285,11/1/2016 3:34, Achieving the #SDGs depends on whether women like Melody have the means to prevent or delay pregnancy: http://unfpa.org/fpcrisis? #FPCrisispic.twitter.com/eRjNRlZDfD ,,,,
2284,11/1/2016 3:34, Check out our latest #gender newsletter on how we are supporting #women economic empowerment in #LDCs & #Samoa #SDGs http://us7.campaign-archive1.com/?u=41773e0dc602c244550e69283&id=39a90486d1?? ,,,,
2283,11/1/2016 3:35, #CHWs @WHO  Research on community-based health workers is needed to achieve the  sustainable development goals #SDGs http://www.who.int/bulletin/volumes/94/11/16-185918.pdf?ua=1?? ,,,,
2282,11/1/2016 3:36," Attendance is open to just about everyone keen in resource mobilisation. Come meet, engage, network & form formidable partnerships. #SDGs ",,,,
2281,11/1/2016 3:37, What impact will employee volunteering have on achieving the #SDGs? Great to be sharing & learning with @impact2030 for @ukssdnetwork ,,,,
2280,11/1/2016 3:39, How can we work w/religious institutions towards common good & advancment of #SDGs? Join the dialogue #????_??????https://twitter.com/undparabic/status/793136105893851137?? ,,,,
2279,11/1/2016 3:40, Teach your class about #CleanWater & sanitation with our lesson plans on #Goal6! #SDGs #WorldsLargestLessonIndia http://ow.ly/xX7X305Jjio?pic.twitter.com/WAiLmwjNha ,,,,
2278,11/1/2016 3:42, With #children at opening of @UNDPLAC & @cepal_onu social #development conference in #DominicanRepublic. Country prioritising #SDGs. @PNUDRDpic.twitter.com/WijlFos0Xl ,,,,
2277,11/1/2016 3:48," World #Mountain Forum Calls for Action on Climate, #SDGs?? http://sites0512.com/world-mountain-forum-calls-for-action-on-climate-sdgs/?? ",,,,
2276,11/1/2016 3:49, Our friends from @archenoVa advocate for #GlobalGoal6: Clean Water & Sanitation  #SDGs #globalgoals @SDGaction http://bit.ly/2fwWP3d?pic.twitter.com/Fzf0rxxQMl ,,,,
2275,11/1/2016 3:49, The role of the Community Health Worker in achieving the #SDGs @ChoonaraShakirahttps://twitter.com/bbbrieger/status/793401084207300609?? ,,,,
2274,11/1/2016 3:49, Queen Maxima teaches daughters about the #value of money. #pocket #money is #learning money. http://www.nu.nl/achterklap/4344090/maxima-wil-dochters-jonge-leeftijd-leren-waarde-van-geld.html?? #finlit #SDGs pic.twitter.com/GDgqxO2Foo ,,,,
2273,11/1/2016 3:50," Hon. Jean Lambert MEP, addressing powerful Keynote at the #IDG Summit at @EPinUK on the role of #Europe to achieve the #SDGs @GreenJeanMEPpic.twitter.com/DaxHe0Fxra ",,,,
2272,11/1/2016 3:50, The case for education is powerful," it transforms communities & is critical for achieving other #SDGs"" @TanyaBarronPlan #learninggeneration """,,,
2271,11/1/2016 3:55, Education is a #humanright," helps children develop their critical thinking &acquire life skills"" @TanyaBarronPlan #LearningGeneration #SDGs """,,,
2270,11/1/2016 3:56, How @isostandards contributes to the #SDGs. http://bit.ly/2einZsx? #really #wtfpic.twitter.com/QnZWNmZC4q ,,,,
2269,11/1/2016 3:56, Congrats #Guterres from #GlobalCitizens on being named #nextsg. Lets make #SDGs a reality by 2030 and end extreme poverty once and for all. ,,,,
2268,11/1/2016 3:58, How Social Enterprises and Impact Investors Can Move the Needle to Achieve the #SDGs http://nextbillion.net/how-social-enterprises-and-impact-investors-can-move-the-needle-to-achieve-the-sdgs/?? ,,,,
2267,11/1/2016 3:59," RT ImpakterMag: The International Criminal Court vs Political Reality""  http://buff.ly/2fp5aGS? #sdgs #lawpic.twitter.com/LQA6wtYQqU """,,,,
2266,11/1/2016 4:00, Enabling 120 mil more women & girls to access #familyplanning is a  crucial milestone ? the #SDGs! #FP2020progresspic.twitter.com/ujw6JO4SDl ,,,,
2265,11/1/2016 4:01, Fascinating! Google Earth images shed light on where #solar rooftops make sense. http://news.trust.org/item/20161026225646-fawfb/?? #climatechange #SDGs ,,,,
2264,11/1/2016 4:02, Partnerships are essential to achieving #SDGs. Get the app http://sdgsinaction.com? and start learning about?... by #PhilSDGs ,,,,
2263,11/1/2016 4:02, #FutureDecoded @Microsoft technology to support #SDGs ... @ToniTWhitley & @JustGiving I love it!!!  ,,,,
2262,11/1/2016 4:03, How can the environment and development sectors work together to achieve the #SDGs?  https://www.theguardian.com/global-development-professionals-network/2016/oct/31/12-ways-environment-development-sectors-work-together-sdgs?CMP=share_btn_tw?? #GlobalDevelopment ,,,,
2261,11/1/2016 4:03, Iran asks @pdousteblazy how .@WHO will implement health related #SDGs Chair does not permit 2nd question on technology transfer pic.twitter.com/zAoX8fSAv0 ,,,,
2260,11/1/2016 4:05," Development Finance Forum 2016 - Insuring the #SDGs"" am 2./3.11. in #Frankfurt https://www.kfw-entwicklungsbank.de/Internationale-Finanzierung/KfW-Entwicklungsbank/DFF-2016.html?? #DFF16 #Entwicklungszusammenarbeit """,,,,
2259,11/1/2016 4:07, We must prioritise equity and learning outcomes @TanyaBarronPlan #LearningGeneration #SDGs ,,,,
2258,11/1/2016 4:10, The new dispensation calls for drastic change in the way things are done #fundraising just like other sectors has not been spared. #SDGs ,,,,
2257,11/1/2016 4:12, An arresting contrarian view of the #UN and the #SDGs http://buff.ly/2f08jM0?pic.twitter.com/mvsUmbsN40 ,,,,
2256,11/1/2016 4:13, A successful new strategy signed between #Macedonia & @UN Partnership for #SDGs @LouisaVinton http://ow.ly/AjOy305JkhG?pic.twitter.com/KNluJfUBEb ,,,,
2255,11/1/2016 4:14, .Prof. @H_Zuleta of @Uniandes lecturing @LSESocialPolicy Students on #drugpolicy and peace in Colombia with @lseideas #LSEColombia #SDGs pic.twitter.com/RhiBaWUIw3 ? at Lincoln's Inn Fields ,,,,
2254,11/1/2016 4:15, Business and the #SDGs @PearlInitiative - Great Discussion with Barbara Krumsiek our Director @globalcompact #Sustainability #ESG #Arabesquepic.twitter.com/csTMM83Icq ,,,,
2253,11/1/2016 4:18, #PreMDESA contributes to #FP2020 #SDGs #EndMaternalDeaths @UNFPA_ESARO @UNFPAAngola @UNFPATanzania @unfpaburundi @UNFPASwazilandpic.twitter.com/eTMzFpJEj0 ,,,,
2252,11/1/2016 4:20," In the new 2030 Agenda for Sustainable Development, every country is a developing country http://www.sdgfund.org/new-2030-agenda-sustainable-development-every-country-developing-country#.WBh6WWsFtLw.twitter?? #SDGs #Agenda2030 ",,,,
2251,11/1/2016 4:21," Youth Forum on Human Rights, Democracy and the Rule of Law | http://www.wfuna.org/event/youth-forum-on-human-rights-democracy-and-the-rule-of-law?? Cc @WFUNA | #GlobalGoals #SDGs ",,,,
2250,11/1/2016 4:28, ICYM The flaw in the #Parisagreement. Medact mini explainer in pic below (or watch: http://goo.gl/a8HJlU? ) #COP22 #SDGs pic.twitter.com/mtsrGV9Byi ,,,,
2249,11/1/2016 4:29, Read my new blog about the #SDGs & the #participation of #youth. #WeNowHere @UNDESA @SustDev @_BJV_ @UNYouthEnvoy https://carinaautengruber.wordpress.com/2016/11/01/youth-in-the-heart-of-the-sustainable-development-goals/?? ,,,,
2248,11/1/2016 4:39," This is so great Fran! And yes! The #SDGs need to guide our learning objectives for student global competence in world classrooms."" #GEF16https://twitter.com/ProfeEdTech/status/793098914006179841?? """,,,,
2247,11/1/2016 4:41, Cities Are ?Crucial? to Meeting Sustainable Development Goals #Cities #Urban #Environment #SDGs #Globalhttp://globaldaily.com/cities-are-crucial-to-meeting-sustainable-development-goals/?? ,,,,
2246,11/1/2016 4:42, 12 ways #environment and development sectors can collaborate to meet the #SDGs http://www.theguardian.com/global-development-professionals-network/2016/oct/31/12-ways-environment-development-sectors-work-together-sdgs?CMP=Share_iOSApp_Other?? ,,,,
2245,11/1/2016 4:45, Hugely look forward to attending #DFF16 @KfW and speaking on #SDGs and #globalhealth. #UHC #healthsystems #G7 #G20https://twitter.com/KfW/status/793408616602669058?? ,,,,
2244,11/1/2016 4:46, Joined-up thinking to meet the #SDGs. The urban energy-transport-infrastructure #nexus http://bit.ly/urban-nexus? #habitat3 #sustainability ,,,,
2243,11/1/2016 4:46, World's children breathing dangerous air #Loveair #HumanRights #SDGs http://www.theguardian.com/environment/gallery/2016/oct/31/worlds-children-breathing-dangerous-air-in-pictures?CMP=Share_iOSApp_Other?? ,,,,
2242,11/1/2016 4:49, GIT working toward gender equality #SDG5 with 35% women employed 4x national average & 50% of management @globalcompact #SDGs @EndeavorUAE ,,,,
2241,11/1/2016 4:51, #Climatechange undermines livelihoods. Increasing #resilience of agricultural livelihoods http://buff.ly/2dYdEDz? #Agenda2030 #SDGs pic.twitter.com/lkM60AFrBP ,,,,
2240,11/1/2016 4:52," Check out my piece, How Climate Change Threatens our Morning Tea via @ImpakterMag #Tea #ClimateChange #SDG13 #SDGs http://buff.ly/2eqLUnq? ",,,,
2239,11/1/2016 4:52," Check out my piece, How Climate Change Threatens our Morning Tea via ImpakterMag #Tea #ClimateChange #SDG13 #SDGs http://buff.ly/2eqLUnq? ",,,,
2238,11/1/2016 4:54, Cities & Health | Call for Papers #SDGs #sdoh#gpho  http://explore.tandfonline.com/cfp/pgas/cities-and_health_cfp?? ,,,,
2237,11/1/2016 5:01, It's been over a yr since the world signed on to the #SDGs -check out this knoweldge hub for updates on our progress http://ow.ly/sHcj305HX3w? ,,,,
2236,11/1/2016 5:03," Development Finance Forum 2016: Insuring the #SDGs"" on 2. and 3. November #Frankfurt #DFF16 https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/DFF-2016.html?? """,,,,
2235,11/1/2016 5:03, 12 ways #environment and development sectors can collaborate to meet the #SDGs https://www.theguardian.com/global-development-professionals-network/2016/oct/31/12-ways-environment-development-sectors-work-together-sdgs?CMP=share_btn_tw?? ,,,,
2234,11/1/2016 5:05, Are you crazy enough to want to change the world?  Pop-up MUSE 10th November http://g3id.org/2016/11/01/pop??  #SDGs #G3iD ,,,,
2233,11/1/2016 5:05, What is stopping the widespread adoption of clean technologies that can change lives? Find out here http://bit.ly/2eLCRyE? #climate #SDGs ,,,,
2232,11/1/2016 5:09, Cities & Health | Call for Papers #SDGs #sdoh #gpho http://explore.tandfonline.com/cfp/pgas/cities-and_health_cfp?? ,,,,
2231,11/1/2016 5:10," Special Session on @UN -@OIC_OCI Collaboration in Promoting #SDGs / #globalgoals is about to start in Conference Room A, #GSSD2016, @UNOSSC ",,,,
2230,11/1/2016 5:10, What is decent work? Watch @ilo film on #SDGs with Arm subtitles @UNArmeniahttp://ow.ly/MoyL305xy9M? ,,,,
2229,11/1/2016 5:12, Great innovation 4 food security & resilience in Karamoja #SDGs https://twitter.com/spuganda/status/793351721070137344?? ,,,,
